Keyword,Currency,Avg. monthly searches,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
used mitsubishi outlander,EUR,2400,Medium,63,0.58,3.26,,,,,,2400,2400,2900,2900,2900,2900,2400,2900,2900,2400,2400,1900
used fiat 500,EUR,1900,High,74,0.52,2.53,,,,,,1900,1900,1900,2400,2400,2400,1900,2400,2400,1900,1900,1600
cadillac wagon,EUR,2900,Low,14,0.49,5.19,,,,,,2400,2900,2400,2900,2400,2400,2900,3600,3600,2900,2900,3600
2019 g wagon price,EUR,2400,High,72,0.37,3.31,,,,,,1900,2900,2900,2900,2400,2400,2400,5400,2900,2400,1900,1600
ricks auto sales,EUR,3600,Low,5,0.67,2.96,,,,,,2400,2900,3600,3600,3600,4400,3600,3600,3600,3600,3600,3600
2016 lexus rx,EUR,3600,Medium,37,1.12,7.14,,,,,,2900,2900,2900,2900,2900,2900,3600,3600,3600,3600,3600,3600
auto house,EUR,1900,Low,8,1.65,5.41,,,,,,1600,1900,1900,2400,1900,1900,1900,1900,2400,1900,1900,1900
ebay cars and trucks,EUR,2900,Medium,49,0.4,1.47,,,,,,2900,3600,3600,3600,2900,2900,2400,2400,2900,2900,2400,2900
mercedes service near me,EUR,2400,Medium,39,2.38,8.69,,,,,,1600,1900,2400,2400,2400,2400,2900,3600,2900,2400,2400,2400
1970 camaro for sale,EUR,2900,High,98,0.54,0.94,,,,,,2400,2900,2400,3600,2900,2900,2900,3600,3600,3600,2900,2900
maserati granturismo price,EUR,1900,Low,21,0.41,4.5,,,,,,1900,1600,1300,1600,2900,1900,1900,2900,1900,2400,1900,1900
bmw 328i price,EUR,2900,Low,27,0.32,2.34,,,,,,3600,2900,2400,2900,3600,2900,2400,2900,2400,2400,3600,2400
2012 lexus es 350,EUR,2900,Low,20,0.31,1.98,,,,,,1900,2400,2400,2900,2400,2400,2900,3600,3600,3600,3600,2900
honda accord coupe for sale,EUR,2900,Medium,60,0.58,5.71,,,,,,2400,2400,2400,2900,2400,2900,2900,3600,3600,2900,2900,2900
model a for sale,EUR,2900,High,100,0.2,0.46,,,,,,2900,2900,2400,3600,2900,2400,2400,2900,2900,3600,2900,2400
platinum auto sales,EUR,2400,Low,4,1.03,5.29,,,,,,1900,2400,2900,2900,2400,2400,2400,2900,2900,2400,2400,2400
infiniti dealerships near me,EUR,2900,Low,33,1.59,6.34,,,,,,2900,1900,2400,4400,2900,2400,3600,4400,2400,2400,3600,2900
2009 lexus es 350,EUR,2900,Low,24,0.31,2.53,,,,,,2400,2900,2900,2900,2900,2900,2900,3600,3600,3600,3600,3600
2006 camaro,EUR,2900,Low,13,0.31,1.48,,,,,,1900,2400,1900,2400,2900,2400,2900,4400,4400,3600,3600,2900
bob brown chevy,EUR,2900,Low,16,0.82,5.4,,,,,,2400,1900,1900,2400,2400,4400,3600,2900,3600,3600,3600,3600
pickup trucks for sale near me,EUR,3600,High,100,0.89,3.2,,,,,,1900,2900,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
2003 pontiac grand am,EUR,2900,Low,20,0.31,0.58,,,,,,2400,2900,2900,3600,2900,2900,2900,3600,3600,3600,3600,2900
audi a7 2013,EUR,2400,Low,17,0.31,0.94,,,,,,1900,1900,1900,2400,2400,2400,2400,2900,2900,2900,2900,2900
hyundai sonata for sale,EUR,2400,Medium,60,1.29,10.41,,,,,,2400,2900,2900,2900,2900,2900,2400,2900,2400,2400,2400,2400
used audi s4,EUR,3600,Medium,42,0.48,5.31,,,,,,2900,2900,3600,3600,3600,4400,3600,3600,3600,3600,3600,2900
dodge challenger rt for sale,EUR,2900,Medium,61,0.7,4.13,,,,,,2400,2900,2900,3600,2900,3600,2900,2900,3600,3600,2900,2900
jeep wrangler near me,EUR,3600,Medium,65,1.44,6.17,,,,,,1900,2400,2900,3600,3600,4400,3600,4400,4400,3600,2900,2400
jeep cj for sale,EUR,3600,High,100,0.31,3.6,,,,,,2900,2900,2900,3600,3600,3600,4400,4400,4400,3600,2900,2900
freedom auto sales,EUR,2900,Low,8,1.08,3.05,,,,,,2400,2900,2900,2900,2900,2900,2900,2900,3600,2900,3600,2900
bmw 740li,EUR,1600,Low,16,0.51,1.29,,,,,,1900,1600,1600,1900,1900,1600,1900,1900,1900,1600,1300,1600
audi s3 2016,EUR,2400,Low,16,0.4,6.21,,,,,,1900,1900,1900,2400,2900,2900,2900,2900,2900,2900,2900,2900
bmw 645ci,EUR,1900,Low,27,0.36,0.72,,,,,,1600,1600,1600,1900,1600,1900,1900,2400,2400,1900,1900,1600
cheap car dealerships near me,EUR,3600,Medium,57,1.57,5.15,,,,,,2400,3600,5400,4400,2900,2900,4400,3600,3600,3600,3600,3600
used hyundai kona,EUR,2400,Medium,58,0.58,4.05,,,,,,1300,1900,2400,2400,2900,2900,2900,2900,2900,2900,2400,2900
bmw 4 series for sale,EUR,1900,Low,30,0.51,4.15,,,,,,1600,1900,1900,2400,1900,2400,2400,1900,2400,1900,1900,1900
choice auto sales,EUR,2900,Low,3,0.72,3.65,,,,,,1900,1900,2400,2400,2400,2900,3600,3600,3600,3600,3600,3600
toyota supra engine,EUR,2400,High,83,1.26,1.76,,,,,,1300,3600,2900,1600,1600,1900,1600,2400,2900,2400,2400,1900
e39 m5 for sale,EUR,2400,Medium,42,0.25,0.89,,,,,,2400,2400,2400,2400,2400,2400,2400,2900,2400,2400,2900,2400
1987 monte carlo ss for sale,EUR,3600,High,97,0.76,1.29,,,,,,2400,2900,2900,2900,2900,3600,4400,3600,3600,3600,2900,2400
small suv for sale,EUR,2900,High,90,1.32,7.55,,,,,,2400,2900,3600,3600,2900,2900,2900,3600,3600,2900,2900,2900
r35 gtr for sale,EUR,2900,High,69,0.31,1.3,,,,,,2400,2400,2400,2900,3600,2900,3600,2900,3600,3600,3600,2900
trinity motors,EUR,2400,Low,8,0.57,0.94,,,,,,1600,1900,2400,2900,2400,2400,2400,2400,2900,2400,2400,2400
jeep cj5 for sale,EUR,3600,High,100,0.46,4.5,,,,,,2900,3600,3600,4400,3600,3600,4400,5400,4400,3600,3600,2900
certified motors,EUR,2900,Low,2,0.74,3.12,,,,,,2400,2900,3600,4400,3600,3600,3600,3600,2900,2900,2900,2400
chevrolet trucks for sale,EUR,3600,High,100,1.3,5.66,,,,,,2900,4400,4400,3600,2900,2900,2900,3600,3600,2900,2900,2900
select auto sales,EUR,2900,Low,6,0.94,3.17,,,,,,1900,2900,3600,3600,2900,2900,2900,2900,2900,2900,2900,2400
used honda civic hatchback,EUR,4400,High,70,1.84,4.64,,,,,,2400,3600,3600,3600,3600,4400,4400,4400,5400,4400,4400,3600
used 4x4 trucks for sale under $5000 near me,EUR,2900,High,100,0.7,2.46,,,,,,2900,2900,3600,3600,2400,2400,2900,2400,2400,2900,2900,2400
abc auto sales,EUR,2900,Low,7,0.97,2.99,,,,,,2400,2900,4400,3600,2900,2900,2900,2900,2900,2400,2400,2400
2014 cadillac xts,EUR,3600,Low,24,0.31,1.29,,,,,,2900,2900,2900,2900,2900,2900,2900,4400,4400,3600,3600,3600
toyota suv for sale,EUR,2900,High,69,1.93,8.89,,,,,,2900,1900,2400,4400,2900,2900,2900,3600,2900,2900,2900,2900
autonation used cars,EUR,3600,Medium,44,1.29,4.05,,,,,,2900,3600,3600,4400,3600,3600,3600,3600,4400,3600,3600,2900
bmw cars for sale,EUR,2400,High,97,0.71,3.36,,,,,,1900,1900,1900,2400,2400,2400,2400,2400,2900,2400,2400,1900
750li,EUR,1900,Low,6,0.31,0.86,,,,,,1900,1900,1900,1900,1900,1900,1900,2400,2400,2400,1900,1900
used car dealerships no credit check near me,EUR,2900,High,77,3,13.77,,,,,,3600,3600,4400,5400,3600,2400,1900,2400,2400,2400,1900,1900
geo metro for sale,EUR,2900,High,98,0.31,1.12,,,,,,2400,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900
1958 plymouth fury for sale,EUR,2900,High,96,0.48,1.24,,,,,,5400,2400,2400,2400,2900,1900,2400,2400,2900,3600,3600,1900
2016 porsche panamera,EUR,2900,Low,30,0.34,1.58,,,,,,2900,2900,2400,2900,2900,2900,2900,3600,3600,3600,3600,3600
mini cooper convertible for sale,EUR,2900,High,100,0.57,4.26,,,,,,1300,1900,2400,2900,3600,3600,3600,3600,3600,2400,1900,1600
sam's auto sales,EUR,2900,Low,10,1.27,3.53,,,,,,2400,2900,3600,4400,3600,2900,2900,3600,3600,2900,2900,2900
gt40 for sale,EUR,2400,High,100,0.31,1.36,,,,,,1000,1300,1000,1300,1000,1300,1900,1300,1300,1600,1900,12100
e30 for sale,EUR,1900,High,75,0.7,2.82,,,,,,1600,1900,1900,1900,2400,2400,1900,1900,2400,2400,2400,1900
2015 bmw 335i,EUR,2900,Low,14,0.44,2.84,,,,,,2900,3600,2900,3600,2900,2900,2900,2900,3600,3600,3600,2900
jd byrider inventory,EUR,2900,Low,32,0.75,2.79,,,,,,3600,2900,2400,3600,3600,2900,2400,4400,2900,1900,1900,3600
2012 chevy camaro,EUR,2900,Medium,40,0.38,1.8,,,,,,2400,2900,2900,2900,3600,2900,3600,3600,4400,3600,2900,2900
c43 amg for sale,EUR,1900,Low,30,0.31,3.6,,,,,,1900,2400,1900,1900,2400,1900,1900,2400,2400,1900,1900,1900
nissan figaro for sale,EUR,1900,High,88,0.47,3.46,,,,,,720,1600,590,720,720,880,880,6600,5400,3600,1900,1300
chevy 3500 for sale,EUR,2900,High,73,0.69,3.6,,,,,,2900,2900,2900,3600,2900,2900,2900,2900,2900,2900,2900,2900
volvo p1800 for sale,EUR,1900,High,77,1.12,6.11,,,,,,1600,1900,1900,2400,1900,1900,1900,2400,2400,1900,2400,1900
2014 lexus gs 350,EUR,2900,Low,33,0.44,3.49,,,,,,2400,2900,2900,2900,2900,2900,2900,3600,3600,3600,3600,3600
2016 bmw 5 series,EUR,3600,Low,32,0.52,4.54,,,,,,2400,2900,2900,2900,2900,2900,3600,4400,4400,4400,4400,4400
cheap cars under 500,EUR,2400,High,100,0.68,2.6,,,,,,1600,2900,2900,2900,2400,2900,2400,2400,2900,2400,2900,2400
bmw 330xi,EUR,2400,Low,18,0.47,3.76,,,,,,1900,1900,2400,2400,2400,2400,2400,2900,2900,2900,2900,2400
hyundai for sale,EUR,2900,Medium,58,0.75,3.03,,,,,,2400,2400,2400,2900,2400,2900,2900,2900,3600,2400,2400,2400
volkswagen service near me,EUR,2400,Medium,39,2.7,6.3,,,,,,1900,2400,1900,2400,2400,1900,2400,2900,3600,2900,2900,2900
lexus sc430 for sale,EUR,2900,Medium,66,0.29,1.13,,,,,,2400,2400,2400,2900,2900,2900,2900,3600,2900,2400,2400,1900
c8 corvette engine,EUR,3600,Medium,62,1.75,4.69,,,,,,590,480,390,590,1000,880,1000,18100,8100,3600,4400,2900
cargo vans for sale near me,EUR,2900,High,100,0.65,1.5,,,,,,2900,1600,2900,2900,3600,1900,2400,2400,3600,3600,3600,2900
ford website,EUR,2400,Medium,36,0.27,2.25,,,,,,1900,2400,1900,2400,1900,2400,2400,2400,2400,1900,2400,2400
de tomaso pantera for sale,EUR,2900,High,85,0.42,1.97,,,,,,2400,2400,1900,5400,2900,2900,2900,2900,2400,2400,2400,2900
pacific auto sales,EUR,2900,Low,4,0.74,2.83,,,,,,2400,4400,2900,2900,2900,2900,2900,2900,3600,2900,2400,2400
dave smith dodge,EUR,2900,Low,19,0.47,2.54,,,,,,1900,2900,3600,2400,1600,2400,2900,2900,3600,3600,2900,2900
honda s2000 price,EUR,2400,Medium,64,0.27,1.24,,,,,,1900,2400,1600,1900,2400,2900,3600,2900,2900,2900,1900,1600
used cars by owner,EUR,3600,High,81,0.56,2.4,,,,,,2900,3600,4400,4400,3600,3600,3600,3600,3600,3600,3600,3600
subaru wrx automatic,EUR,2900,Medium,44,0.5,3.68,,,,,,2400,2900,2900,2900,2900,2900,2900,2900,3600,3600,2900,2900
infiniti i30,EUR,2400,Low,4,0.78,5.4,,,,,,1900,1900,2400,2400,1900,2400,1900,2900,2900,2400,2900,2400
old muscle cars for sale,EUR,2900,High,99,0.18,1.29,,,,,,1900,2400,1900,2400,2400,2900,2900,3600,3600,3600,2400,1900
bmw x5m for sale,EUR,2900,Medium,46,0.31,3.27,,,,,,3600,3600,2900,3600,2900,2900,2900,2900,3600,3600,3600,2900
hyundai xg350,EUR,2400,Low,8,0.36,5.85,,,,,,1900,2400,2400,2400,2400,2400,2400,2900,2900,2900,2400,2400
vw jetta for sale,EUR,1900,Medium,63,0.81,8.01,,,,,,1900,2400,1900,2400,1900,2400,1900,2400,1900,1900,1900,1600
lexus gx for sale,EUR,3600,Medium,55,0.42,4.84,,,,,,2900,4400,4400,5400,3600,3600,3600,4400,4400,3600,3600,3600
my carmax,EUR,3600,Low,10,0.24,0.39,,,,,,2900,3600,2900,3600,3600,4400,4400,4400,3600,3600,3600,3600
bmw x6 2017,EUR,2400,Low,33,0.31,1.18,,,,,,1600,1900,1600,1900,1900,1900,2400,2900,2400,2900,2900,2900
boss 302 for sale,EUR,2900,High,96,0.31,0.86,,,,,,2400,2900,2900,2900,2900,2900,2900,2400,2900,2400,2400,2400
mitsubishi 3000gt for sale,EUR,2400,High,100,0.23,0.87,,,,,,1900,2400,2400,2400,2900,2400,2400,2900,2900,2400,2900,2400
grabber blue mustang,EUR,2900,Medium,52,0.99,4.09,,,,,,1300,1600,1300,2400,2400,2400,2900,4400,4400,3600,3600,2900
bmw 328i for sale,EUR,2400,Medium,46,0.34,2.33,,,,,,2400,2900,2400,2900,2400,2900,2400,2400,2400,2400,2400,2400
mini cooper countryman for sale,EUR,2400,High,72,0.65,4.77,,,,,,1900,2400,2400,2900,2400,2400,2400,2400,2400,1900,1900,1900
sale my car,EUR,2400,High,92,2.34,8.54,,,,,,1600,1900,1900,2400,2400,2400,2400,2400,2400,2400,2400,2400
2010 bmw 335i,EUR,2900,Low,19,0.3,0.86,,,,,,2900,2900,2900,2900,2900,2900,2900,3600,3600,3600,3600,3600
2008 bmw 328xi,EUR,2900,Low,33,0.27,0.73,,,,,,2400,2900,2400,2900,2900,2900,2900,3600,3600,3600,3600,3600
used auto sales near me,EUR,2900,Medium,66,1.71,5.85,,,,,,2400,2900,3600,4400,2900,2900,2900,2900,2900,2400,2900,1600
bmw engine,EUR,2400,High,95,1.02,1.62,,,,,,1900,2400,1900,2400,2400,1900,1900,2400,2400,2400,2400,2400
2016 toyota corolla le,EUR,2900,Medium,46,0.8,4.1,,,,,,2400,2400,2400,2900,2900,2900,2900,3600,3600,3600,2900,2900
2019 camaro price,EUR,2900,High,74,0.56,3.6,,,,,,1900,3600,2400,2900,2900,3600,3600,3600,2900,2400,1900,1300
mountaineer car,EUR,2900,Low,6,0.35,1.18,,,,,,1900,1900,2400,2400,2400,2400,2900,3600,3600,2900,2900,2900
2008 lexus ls 460,EUR,3600,Medium,39,0.31,1.03,,,,,,2900,2900,2900,3600,2900,3600,2900,3600,3600,3600,3600,2900
nissan skyline gtr r34 for sale,EUR,2400,High,80,1.03,5.02,,,,,,2900,2900,1900,2400,1900,1900,2400,1900,2400,2400,2400,1900
2012 porsche panamera,EUR,2900,Low,25,0.34,0.9,,,,,,2400,2400,2400,2900,2900,2900,2900,2900,3600,2900,3600,3600
r34 for sale,EUR,2400,Medium,48,0.6,2.79,,,,,,2900,3600,2400,2900,2400,1900,1900,1900,1900,1900,1900,1900
nissan skyline gtr price,EUR,2400,High,69,0.53,2.79,,,,,,2400,4400,3600,4400,3600,1300,1600,1900,1900,1600,1600,1300
hybrid suv used,EUR,3600,Medium,64,0.81,3.43,,,,,,2400,2900,2900,3600,3600,4400,4400,4400,4400,4400,3600,3600
classic mini cooper for sale,EUR,1900,High,90,0.94,4.81,,,,,,1600,2400,1900,1900,1900,1600,1900,1900,2400,1900,1900,1900
galeana jeep,EUR,2900,Low,26,1.36,5.64,,,,,,2900,2900,1600,1900,1900,3600,3600,3600,3600,2900,3600,2900
2016 honda civic sedan,EUR,2900,Medium,36,1.69,4.03,,,,,,1900,2400,2400,2900,2400,2900,2900,3600,3600,2900,2900,2900
pontiac convertible,EUR,2400,Medium,64,0.35,1.5,,,,,,1300,1300,1600,1900,2400,2400,3600,4400,3600,2900,2400,1900
audi a8 2015,EUR,1900,Low,27,0.38,5.69,,,,,,1900,1900,1900,1900,1600,1600,1900,2400,2400,2400,1900,1900
bmw 328i xdrive,EUR,2400,Low,15,0.57,5.63,,,,,,1900,1900,1900,1900,1900,2400,2400,2400,2400,2400,2400,1900
chevy denali,EUR,2900,Low,19,0.79,2.61,,,,,,2900,2400,2400,2400,2400,2400,2900,3600,3600,2900,2900,2900
2011 chevy tahoe,EUR,2900,Low,22,0.33,1.65,,,,,,2400,2900,2900,2900,2400,2400,2900,3600,3600,3600,3600,2900
bmw 325xi,EUR,2400,Low,24,0.45,3.57,,,,,,2400,2400,2400,2900,2400,2400,2400,2900,2900,2900,2400,2400
used volkswagen atlas,EUR,3600,Medium,57,0.9,4.05,,,,,,2400,2900,2900,2900,2900,3600,3600,3600,3600,3600,3600,2900
2017 maserati ghibli,EUR,2900,Medium,35,0.47,3.07,,,,,,2400,2400,1900,2400,2400,2900,2900,3600,3600,3600,3600,2900
chrysler 200 convertible,EUR,2400,Low,29,0.36,1.07,,,,,,1600,1900,1900,2400,2400,2400,2900,3600,3600,2900,2400,1900
cars4u,EUR,2400,Low,7,0.47,2.41,,,,,,1600,1900,2400,2900,2400,2400,2400,2400,2400,2400,2400,2400
2008 bmw 528i,EUR,3600,Low,21,0.27,0.91,,,,,,2900,3600,2900,3600,2900,3600,3600,4400,4400,3600,3600,3600
2002 ford thunderbird,EUR,2900,High,76,0.31,0.83,,,,,,1900,2400,1900,2400,2900,2900,3600,3600,3600,4400,3600,2900
cheap jeeps for sale,EUR,2900,High,100,0.63,3.68,,,,,,1900,2400,2900,3600,3600,3600,3600,3600,3600,2900,2400,1900
honda civic si used,EUR,3600,Medium,61,1.69,4.06,,,,,,2400,2900,2900,4400,4400,4400,4400,4400,4400,4400,3600,2900
panamera for sale,EUR,2400,High,87,0.34,1.73,,,,,,2400,1900,1900,2900,2400,2900,2400,2400,2400,2400,2900,2400
jaguar xkr for sale,EUR,1900,Medium,58,0.28,1.13,,,,,,1600,1900,1900,1900,1900,1900,1900,1900,1900,2400,1900,1600
crashed cars for sale,EUR,2900,High,96,0.31,1.66,,,,,,2400,2400,2900,2900,2900,2900,2400,2900,2900,2400,2400,2400
2016 volvo s60,EUR,2900,Low,23,0.68,5.05,,,,,,2400,2400,2400,2900,2900,2900,2900,4400,3600,3600,2900,2400
carmax trade in value,EUR,2900,Medium,48,0.9,4.5,,,,,,1900,2900,3600,2900,2900,2900,3600,3600,3600,2400,2900,2400
cheap suv for sale,EUR,3600,High,96,1.03,6.46,,,,,,2400,3600,4400,3600,2900,2900,2900,3600,3600,2900,2900,2900
2018 honda accord for sale,EUR,3600,Medium,56,0.68,5.17,,,,,,3600,4400,3600,3600,3600,3600,3600,3600,3600,2900,2900,2900
fiat 500 abarth for sale,EUR,1900,High,87,0.25,1.32,,,,,,1300,1600,1600,1900,1900,1900,1900,1900,2400,2900,2400,1900
2016 cadillac xts,EUR,2900,Low,31,0.33,2.29,,,,,,2900,2400,2400,2900,2900,2900,2900,3600,3600,3600,3600,3600
amc pacer for sale,EUR,2400,High,90,0.8,1.92,,,,,,1900,2400,2400,2400,1900,2400,2400,3600,2900,2900,1900,1900
trovit cars,EUR,1900,Low,12,0.7,2.36,,,,,,1000,1600,1600,1900,1900,1600,1600,1900,1900,1900,1900,1900
the car lot,EUR,1900,Low,5,1.03,4.29,,,,,,1600,1900,1900,2400,1900,1900,1900,2400,2400,1900,1900,1900
carmax maxcare,EUR,2900,Low,12,2.49,7.19,,,,,,2400,2900,2900,2900,2900,3600,3600,3600,3600,2900,3600,3600
2017 lexus rx,EUR,2900,Medium,39,2.13,7.28,,,,,,4400,2900,2400,2400,1900,1900,2400,2900,2900,3600,2900,3600
svt cobra,EUR,2400,Low,9,0.41,5.79,,,,,,1900,2400,1900,2400,2400,2400,2400,2900,2900,2900,2900,2400
2015 jaguar xf,EUR,2900,Low,26,0.43,16.39,,,,,,2400,2900,2400,2900,2400,2400,2900,3600,2900,2900,2900,2400
carmax rivergate,EUR,2900,Low,26,0.35,5.54,,,,,,1900,1900,2900,2400,2400,2400,2900,3600,3600,2400,2900,2900
2018 chevy traverse for sale,EUR,2900,High,75,1.19,7.69,,,,,,3600,4400,3600,4400,3600,3600,2900,2900,2900,2400,1900,1900
audi q7 2014,EUR,2400,Low,25,0.41,4.07,,,,,,1900,1900,1900,1900,1900,1900,2400,2900,2900,2900,2900,2400
west herr chevrolet,EUR,2900,Low,23,0.77,2.17,,,,,,1600,1300,2900,6600,6600,1900,1300,1900,1900,1900,1900,1900
bmw e46 for sale,EUR,1900,High,96,0.43,2.84,,,,,,1600,1900,1600,1600,1900,1900,1900,1900,2400,2400,2400,1900
dodge dart gt,EUR,1900,Low,24,0.43,1.08,,,,,,1600,1900,1900,1900,1900,1900,1900,2400,2400,2400,2400,1900
toyota matrix for sale,EUR,2400,Medium,53,0.32,1.85,,,,,,1600,1900,1900,2400,1900,2400,2900,2900,2900,2400,2900,2400
2016 porsche cayman,EUR,2900,Low,15,0.34,3.44,,,,,,2900,2900,2400,2900,2900,2900,3600,3600,3600,3600,3600,3600
2008 cadillac srx,EUR,2900,Low,18,0.23,0.61,,,,,,2400,2900,2900,3600,2400,2400,2900,3600,3600,2900,3600,2900
jeep 4.0 engine,EUR,3600,High,100,0.95,4.09,,,,,,2400,2900,3600,2900,2900,2900,3600,2900,3600,4400,3600,2900
suzuki car dealership,EUR,2900,Low,27,1.24,7.47,,,,,,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2400
2007 infiniti g35 coupe,EUR,2900,Medium,62,0.33,0.73,,,,,,2400,2400,2400,2400,2900,2900,2900,3600,3600,3600,2900,2400
mustang bullitt for sale,EUR,3600,High,99,0.31,1.88,,,,,,2400,2900,2400,2900,2900,2900,2900,4400,6600,3600,2400,2900
2008 dodge durango,EUR,2900,Low,10,0.28,1.48,,,,,,2400,2400,2900,2900,2400,2400,2900,3600,3600,3600,3600,3600
g35 sedan,EUR,2400,Low,28,0.48,8.09,,,,,,1600,1900,1900,1900,2400,2400,2400,2900,3600,3600,2900,2900
gmc yukon xl for sale,EUR,2400,High,71,0.95,6.3,,,,,,1900,2400,2900,2900,2900,2900,2900,2900,2900,1900,2400,2400
used 370z,EUR,2900,Medium,44,0.29,1.84,,,,,,2400,2900,2900,3600,3600,2900,2900,2900,3600,2900,2900,2900
lakeside motors,EUR,2400,Low,1,0.82,3.28,,,,,,1600,1900,2400,2400,2400,2400,2400,2400,2400,2400,2400,1900
cheap cars for sale by owner,EUR,2900,High,100,0.65,2.36,,,,,,2400,2900,2900,3600,2900,2400,2900,2900,3600,2900,2900,2400
toyota yaris price,EUR,1300,Medium,43,1.42,5.4,,,,,,880,1300,880,1300,1600,1600,1300,1600,1300,1300,1000,880
3000gt vr4 for sale,EUR,2400,High,85,0.25,0.56,,,,,,1900,2900,2400,2400,3600,2400,2400,2900,2900,2900,2400,2400
2016 mustang gt for sale,EUR,2900,High,72,0.43,2.33,,,,,,2400,2900,2900,2900,2900,2900,2900,2900,2900,2900,2400,2400
lincoln mkz 2016,EUR,2400,Low,25,0.53,2.54,,,,,,1600,1900,1600,2400,1900,1900,2900,2900,2900,2900,2900,2400
2013 jaguar xf,EUR,2900,Low,22,0.35,1.34,,,,,,2400,2400,2400,2400,2400,2400,2400,2900,3600,2900,2900,2900
jaguar 2016,EUR,1900,Low,29,0.52,28.08,,,,,,1600,1600,1300,1600,1600,1600,1600,1900,2400,1900,1900,1900
ford motor company latest models,EUR,2400,Low,10,0.62,3.09,,,,,,2400,2400,2400,2900,2900,3600,2900,1900,2400,1000,1000,720
scion dealership,EUR,2900,Low,14,0.61,2.52,,,,,,2900,2900,2900,3600,2900,3600,3600,3600,3600,2900,2900,2400
used volkswagen jetta,EUR,2900,Medium,65,0.95,6.92,,,,,,2900,2900,2900,3600,3600,3600,3600,3600,3600,2900,2400,2400
grand marquis for sale,EUR,2400,High,84,0.36,1.11,,,,,,1600,2400,2900,2900,2400,2400,2400,2900,2900,2900,2400,2400
carmax inventory,EUR,2900,Medium,47,0.4,2.57,,,,,,2400,2400,2400,2900,2400,2400,2400,2900,2900,2900,2900,2400
porsche 912 for sale,EUR,1900,High,98,0.72,11.15,,,,,,1900,1900,1600,1900,1900,1900,1600,1900,2900,2400,2400,1900
2007 nissan 350z,EUR,2900,Low,24,0.27,0.63,,,,,,1900,2400,2400,2900,2900,2900,2400,2900,3600,3600,2900,2900
volkswagen thing for sale,EUR,2900,High,99,0.55,5.21,,,,,,1900,2400,1900,2400,2400,2900,3600,4400,3600,2900,2400,1900
auto group,EUR,1900,Low,16,0.67,1.96,,,,,,1600,1900,1900,2400,1900,1900,1900,1900,2400,1900,1900,1900
holden commodore ss,EUR,1900,Low,4,,,,,,,,1300,1300,1300,1600,1900,1600,1600,2400,2400,2400,2400,1900
used toyota yaris,EUR,1900,Medium,61,0.64,3.15,,,,,,1600,1900,1900,1900,2400,1900,2400,1900,2400,1900,1900,1900
bmw 745li,EUR,2400,Medium,33,0.38,1.63,,,,,,2400,2400,2400,2400,2400,2400,2400,2900,2900,2400,2400,2400
motor company,EUR,1300,Low,3,1.01,5.96,,,,,,1300,1300,1300,1600,1000,1000,1600,1900,1600,1300,1300,1300
2013 bmw 328i xdrive,EUR,2400,Low,25,0.34,3.85,,,,,,1900,2400,2400,2900,2400,2400,2400,2900,2900,2400,2900,2400
2016 bmw m5,EUR,2900,Low,18,0.32,4.53,,,,,,1900,2400,1900,2400,2400,2900,2900,3600,3600,3600,3600,3600
corolla for sale,EUR,1600,Medium,62,1.29,7.3,,,,,,1300,1600,1600,1600,1600,1600,1600,1600,1900,1600,1600,1300
2013 acura rdx,EUR,2900,Low,20,0.31,2.56,,,,,,2400,2400,2400,2900,2400,2400,2900,3600,3600,3600,3600,3600
iroc z for sale,EUR,2400,High,100,0.38,1.75,,,,,,1900,2400,2400,2900,2900,2400,2400,2900,2900,2900,2400,1900
540i,EUR,1600,Low,19,1.74,7.24,,,,,,1300,1300,1300,1900,1300,1600,1600,1900,1600,1600,1600,1600
1999 porsche 911,EUR,2400,Low,20,0.25,1.3,,,,,,1900,1900,1900,1900,2400,2400,2900,2900,3600,2900,2900,2400
chevy ssr for sale,EUR,2400,High,96,0.31,2.43,,,,,,1300,1300,1000,2400,3600,3600,2400,3600,3600,3600,2900,2900
used jeep rubicon,EUR,2900,High,94,0.46,2.83,,,,,,2900,2900,2900,3600,3600,3600,3600,3600,3600,3600,2900,2400
carmax appraisal,EUR,2900,Medium,34,1.8,10.79,,,,,,2400,2400,2400,2900,2900,2900,2900,2900,3600,2900,2900,2400
rolls royce wraith black badge,EUR,1600,Low,4,1.96,5.94,,,,,,1300,1000,1000,1300,1000,1300,2400,1900,1900,1900,1900,1600
used toyota prius for sale,EUR,2900,High,80,1.03,4.05,,,,,,1900,2400,1600,2400,2400,3600,3600,3600,3600,2900,2900,2900
cars under 500,EUR,1900,High,100,0.35,1.93,,,,,,1600,2400,1900,1900,1900,1900,1600,1900,2400,1900,1900,1900
datsun for sale,EUR,2400,High,81,0.31,1.61,,,,,,2400,2400,2400,2400,1900,2400,1900,1900,2400,2400,2400,1600
