Keyword,Currency,Avg. monthly searches,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
spruce trees for sale near me,EUR,170,High,100,0.79,4.5,,,,,,110,50,90,140,320,480,210,170,110,170,110,140
botanica garden center,EUR,170,Low,3,1.8,10.14,,,,,,140,170,170,170,210,210,140,170,170,110,110,90
southview garden center,EUR,170,Low,0,,,,,,,,70,50,50,90,260,590,390,170,140,170,140,140
the grommet garden edger,EUR,170,High,100,0.22,0.4,,,,,,0,0,0,0,140,390,1000,70,90,90,170,140
tree and shrub nursery near me,EUR,210,High,74,2.7,8.44,,,,,,20,90,140,320,320,480,320,170,140,140,210,70
wholesale blueberry plants,EUR,210,High,100,0.33,6.4,,,,,,210,260,210,320,480,210,170,170,210,170,170,110
mature lilac bushes for sale near me,EUR,170,High,100,,,,,,,,0,0,0,30,320,880,390,140,170,110,70,20
heavy duty hoe,EUR,170,High,100,0.31,0.57,,,,,,70,90,70,170,260,260,260,210,170,140,140,90
stihl handheld leaf blower,EUR,260,High,100,0.4,2.58,,,,,,320,140,110,170,260,210,210,210,210,210,390,480
lawn mower for sale by owner,EUR,260,High,100,0.88,2.55,,,,,,170,140,260,390,390,390,320,390,260,140,70,70
pear trees for sale near me,EUR,170,High,100,0.33,2.27,,,,,,70,70,50,210,320,320,320,260,260,170,110,110
garden leaf blower,EUR,90,High,100,0.31,1.84,,,,,,40,30,20,70,50,50,70,90,90,110,170,170
lemon tree nursery,EUR,90,High,100,0.29,1.97,,,,,,70,70,110,140,140,140,110,90,70,70,50,70
garden shears home depot,EUR,260,High,100,0.48,2.06,,,,,,110,70,90,170,260,390,480,390,320,260,260,210
quaking aspen trees for sale,EUR,210,High,100,0.49,1.42,,,,,,40,70,90,140,320,390,260,260,260,320,170,70
foldable lawn mower,EUR,170,High,100,0.23,2.34,,,,,,50,40,50,210,390,390,260,140,110,170,90,50
desert plants for sale,EUR,170,High,100,0.21,0.72,,,,,,90,110,170,210,210,260,260,210,210,170,170,110
contemporary landscape design,EUR,170,High,90,2.38,7.54,,,,,,70,110,110,110,170,170,210,210,210,170,210,140
battery operated lawn edger,EUR,210,High,100,0.2,0.5,,,,,,40,50,30,90,320,390,480,320,260,260,90,90
garden tool sharpening service,EUR,170,High,72,0.45,3.24,,,,,,30,70,70,210,320,260,170,320,170,210,110,90
tree growers near me,EUR,140,High,95,0.67,6.99,,,,,,70,90,170,110,170,170,210,110,140,260,170,110
earthquake mini cultivator,EUR,170,High,100,0.22,1.16,,,,,,20,10,40,140,480,480,480,170,90,90,40,30
water filled roller,EUR,90,High,100,0.35,0.67,,,,,,40,90,40,90,170,110,140,90,110,90,50,50
wire weeder,EUR,170,High,100,,,,,,,,170,260,170,140,170,260,210,260,140,70,50,70
gardenia tree for sale,EUR,170,High,100,0.15,0.84,,,,,,90,90,90,170,320,480,320,210,170,170,140,110
ecoborder curb,EUR,170,High,100,,,,,,,,30,40,110,260,480,390,320,210,140,110,50,30
kwanzan cherry tree for sale,EUR,210,High,100,0.13,1.52,,,,,,40,50,110,590,590,320,110,140,140,140,50,70
banana plants for sale near me,EUR,170,High,100,0.49,0.98,,,,,,90,90,170,140,260,390,320,170,210,210,140,70
pruners lowes,EUR,210,High,100,0.29,1.03,,,,,,210,170,170,140,320,390,320,140,210,210,90,50
walmart hedge shears,EUR,260,High,100,0.01,0.09,,,,,,70,30,50,140,320,480,480,590,320,210,140,90
nursery trees for sale,EUR,170,High,100,0.49,1.68,,,,,,50,140,110,170,320,480,320,70,70,140,70,170
garden leaf vacuum,EUR,90,High,100,0.25,1.21,,,,,,90,30,50,90,110,110,50,70,50,90,110,210
garden nurseries in my area,EUR,170,Low,9,,,,,,,,50,10,10,70,260,590,390,90,90,260,170,50
bare root plants for sale,EUR,140,High,100,0.16,0.9,,,,,,90,140,170,260,320,210,110,90,40,70,90,90
reed avocado tree for sale,EUR,170,High,100,0.39,1.21,,,,,,70,170,140,320,260,170,210,260,140,90,260,110
beautiful front yard landscaping,EUR,260,High,90,1.64,5.07,,,,,,50,110,70,210,390,260,170,390,390,320,260,170
works leaf blower,EUR,260,High,100,0.34,1.37,,,,,,260,90,70,140,320,260,320,210,210,260,390,590
lavender bushes for sale,EUR,170,High,100,0.22,0.67,,,,,,40,90,110,210,480,390,210,170,140,170,30,30
ride on lawn mower battery,EUR,110,High,100,0.47,1.3,,,,,,20,20,30,90,260,210,170,110,110,90,70,170
yard roller lowes,EUR,210,High,100,0.29,0.87,,,,,,20,40,70,590,880,390,260,140,50,40,70,70
rake hoe,EUR,110,High,100,,,,,,,,70,90,70,140,140,170,170,170,140,90,110,90
hgtv landscaping,EUR,210,Low,21,1.15,3.97,,,,,,70,110,110,210,320,390,390,260,210,140,110,90
small space landscaping,EUR,210,High,100,1.22,4.17,,,,,,50,110,90,210,320,320,320,320,320,260,170,140
mary reynolds landscape designer,EUR,170,Low,1,,,,,,,,30,90,260,260,260,260,110,50,140,320,70,20
retail nursery,EUR,140,Low,5,,,,,,,,70,110,110,210,260,210,140,90,170,140,170,50
lloyds landscaping,EUR,140,Low,13,1.48,4.22,,,,,,50,40,70,170,320,320,170,140,110,170,90,70
dwarf banana tree for sale,EUR,170,High,100,0.22,1.19,,,,,,90,140,170,210,320,260,170,170,90,170,90,90
mantis tiller lowes,EUR,320,High,100,0.15,0.74,,,,,,50,40,110,320,880,720,590,170,140,170,210,140
bare root roses for sale near me,EUR,170,High,100,0.18,0.87,,,,,,170,390,260,320,210,210,110,70,50,70,90,90
lavender tree for sale,EUR,170,High,100,0.18,2.58,,,,,,90,50,20,110,480,720,260,70,50,50,30,70
worx dethatcher,EUR,140,High,100,0.4,1.35,,,,,,0,0,10,10,50,30,20,10,140,720,390,140
pruning clippers,EUR,170,High,100,0.31,0.72,,,,,,140,90,90,140,170,210,260,170,170,140,140,110
front yard waterfall,EUR,260,High,100,0.92,2.7,,,,,,50,110,90,210,320,320,480,390,390,320,210,170
lightweight cordless leaf blower,EUR,210,High,100,0.25,1.65,,,,,,320,90,70,170,170,210,210,260,110,210,320,590
jane magnolia tree for sale,EUR,170,High,100,,,,,,,,30,50,170,390,720,390,170,110,110,40,30,20
hand lawn edger,EUR,170,High,100,0.33,0.85,,,,,,20,50,50,110,390,390,320,210,210,210,170,50
find landscapers near me,EUR,140,Medium,52,2.67,8.96,,,,,,70,70,70,170,260,260,170,170,170,140,110,70
plant world nursery,EUR,140,Medium,64,,,,,,,,50,140,140,260,210,210,170,140,90,110,140,50
fiskars hand pruners,EUR,210,High,100,0.3,0.49,,,,,,210,90,110,170,170,320,260,210,170,210,260,170
diy soil sifter,EUR,170,High,100,,,,,,,,30,50,90,170,320,320,210,260,210,210,170,110
craftsman riding lawn mower attachments,EUR,210,High,100,0.4,1.34,,,,,,70,110,140,170,210,320,210,390,260,140,140,110
yard leveling rake,EUR,170,High,100,0.22,1,,,,,,20,20,40,170,390,320,260,170,170,320,140,90
dwarf lilac tree for sale near me,EUR,170,High,100,0.26,2.94,,,,,,0,10,20,90,390,590,320,260,70,50,20,20
willow trees for sale near me,EUR,210,High,100,0.32,1.52,,,,,,90,70,110,210,480,480,260,260,210,170,110,70
drought tolerant landscape design,EUR,210,High,77,2.62,7.07,,,,,,90,140,110,140,210,140,170,260,320,260,320,260
best cordless leaf blower vacuum,EUR,140,High,100,0.17,0.45,,,,,,110,50,40,110,210,90,110,90,140,140,260,320
hydro jet power washer amazon,EUR,140,High,100,0.27,1.48,,,,,,210,70,50,320,390,140,210,70,70,40,30,10
dewalt hedge trimmer 60v,EUR,260,High,100,0.24,0.96,,,,,,90,50,50,140,390,390,480,390,320,260,170,110
wholesale perennials,EUR,170,Medium,63,0.41,1.68,,,,,,50,140,170,260,320,320,260,170,110,140,170,90
garden kneeler home depot,EUR,210,High,100,1.65,2.06,,,,,,110,50,40,170,320,480,880,210,70,30,20,20
heirloom fruit trees for sale,EUR,170,High,100,0.25,1.58,,,,,,70,140,110,170,260,260,210,210,170,170,170,140
cordless garden vacuum,EUR,50,High,100,0.21,0.63,,,,,,20,40,10,30,70,140,110,30,40,30,50,40
top leaf blower,EUR,210,High,100,0.16,1.02,,,,,,260,90,110,210,260,260,170,90,140,170,320,480
large tree nursery near me,EUR,170,Medium,35,1,3.14,,,,,,70,50,50,210,260,320,210,170,170,260,140,140
cheap cordless leaf blowers,EUR,140,High,100,0.34,1.73,,,,,,110,70,50,70,140,140,210,170,140,170,210,170
places to buy trees near me,EUR,170,High,70,0.63,8.15,,,,,,210,40,70,140,260,390,260,140,170,210,170,140
norway spruce trees for sale,EUR,170,High,100,0.32,1.44,,,,,,110,140,140,260,320,260,140,110,140,210,210,210
pre bonsai for sale,EUR,170,High,100,0.15,0.76,,,,,,90,170,260,170,170,210,140,110,170,110,210,170
closest plant nursery,EUR,170,Low,7,0.75,2.45,,,,,,70,110,110,210,320,320,210,140,170,110,140,90
crepe myrtle trees for sale near me,EUR,210,High,100,0.31,2.19,,,,,,50,50,50,320,260,260,210,320,390,260,140,50
bonsai tree nursery near me,EUR,140,High,100,1.36,4.14,,,,,,170,210,140,140,170,210,210,140,110,70,170,90
lawn cart home depot,EUR,320,High,100,0.28,0.51,,,,,,320,210,170,390,590,480,480,320,260,210,260,170
rake assassin,EUR,170,High,100,0.36,0.96,,,,,,110,90,70,90,140,110,90,90,110,110,880,260
worx leaf blower battery,EUR,210,High,100,0.38,0.9,,,,,,210,110,110,210,260,320,170,110,170,170,320,390
motorized lawn mower,EUR,210,High,100,0.55,3.1,,,,,,50,70,70,140,320,390,320,320,320,210,110,140
briggs tree nursery,EUR,170,Low,7,2.52,6.92,,,,,,50,110,170,260,210,170,170,210,210,210,210,110
rhododendron for sale near me,EUR,170,High,100,0.24,1.35,,,,,,40,110,90,260,480,390,260,90,90,110,50,40
garden hand tool set,EUR,170,High,100,0.37,1.16,,,,,,170,40,90,170,320,390,210,170,70,110,140,110
tropical plants for sale near me,EUR,170,High,96,0.51,2.68,,,,,,70,70,110,140,210,320,210,170,140,140,140,110
cute gardening gloves,EUR,170,High,100,0.17,1.66,,,,,,210,70,90,140,320,320,170,140,140,110,110,170
vitex tree for sale,EUR,210,High,100,,,,,,,,30,50,110,140,170,390,590,320,170,140,90,70
culvers nursery,EUR,170,Low,0,,,,,,,,70,20,30,110,320,480,390,210,110,140,140,170
kids garden tool set,EUR,170,High,100,0.35,1.63,,,,,,140,70,110,320,480,320,170,90,110,70,90,140
vernacular landscape,EUR,140,Low,0,,,,,,,,90,110,210,140,140,90,50,90,110,210,210,140
mandarin tree for sale,EUR,170,High,100,0.3,1.5,,,,,,110,260,260,320,210,170,110,110,90,50,90,140
ilandscape 2019,EUR,170,Low,0,,,,,,,,320,1300,140,30,20,20,30,30,30,30,20,10
landscape and hardscape,EUR,210,Medium,37,2.1,8.09,,,,,,90,170,260,320,260,320,260,260,210,210,210,170
bamboo trees near me,EUR,210,High,100,0.49,4.62,,,,,,90,90,90,320,320,390,210,210,210,140,140,140
home garden center,EUR,170,Low,6,0.27,2.09,,,,,,140,90,110,210,260,260,170,140,110,170,140,140
3 wheel wheelbarrow,EUR,170,High,100,0.43,0.97,,,,,,110,70,140,140,210,260,210,170,170,140,170,170
stand up weeding tool,EUR,210,High,100,0.18,1.8,,,,,,30,20,90,140,390,590,480,260,170,70,30,20
long handled garden shears,EUR,90,High,100,0.31,1.19,,,,,,20,10,30,30,110,170,210,140,90,90,40,40
garden watering tools,EUR,170,High,100,0.31,2.8,,,,,,90,90,90,210,260,260,260,260,260,140,140,90
bulk trees for sale,EUR,170,High,100,0.22,1.36,,,,,,140,210,140,260,320,260,140,110,110,70,90,90
modern patio pavers,EUR,260,High,100,1.99,8.84,,,,,,70,110,140,260,260,260,320,390,480,260,320,210
harbor freight yard cart,EUR,260,High,100,0.27,0.72,,,,,,90,70,170,480,480,320,260,210,320,260,140,110
landscaping around raised deck,EUR,170,Low,7,,,,,,,,10,10,30,90,170,210,210,390,320,260,170,70
ryobi leaf blower vacuum,EUR,140,High,100,0.18,0.4,,,,,,170,70,40,110,110,140,110,110,110,140,260,320
landscape design and installation,EUR,170,High,100,2.28,8.88,,,,,,50,90,170,260,260,210,140,170,260,140,170,90
shade trees for sale near me,EUR,170,High,100,0.42,1.39,,,,,,50,110,50,110,210,390,260,390,140,140,110,50
gardenline trimmer,EUR,90,High,100,,,,,,,,10,10,10,20,320,260,170,140,110,50,20,50
japanese red maple tree for sale,EUR,210,High,100,0.21,1.74,,,,,,40,70,70,260,390,480,260,260,140,110,90,70
landscaping around inground pool,EUR,210,High,99,2.89,6.24,,,,,,20,50,70,170,260,260,320,390,390,210,140,50
flat spade shovel,EUR,140,High,98,0.27,0.49,,,,,,20,70,90,140,210,260,210,210,170,110,110,140
stihl pruning shears,EUR,140,High,100,0.4,2.04,,,,,,50,70,140,170,170,170,210,170,140,140,140,140
landscape design services near me,EUR,170,Medium,52,2.28,7.6,,,,,,50,70,110,210,320,320,210,260,260,110,140,70
battery powered garden tools,EUR,110,High,100,0.28,2.8,,,,,,30,20,40,110,170,140,170,170,170,110,70,70
landscape rake lowes,EUR,320,High,100,0.29,0.83,,,,,,110,110,140,320,590,480,480,320,260,320,260,170
felco shears,EUR,140,High,100,0.46,0.88,,,,,,140,110,90,170,170,170,140,140,210,110,110,110
gasoline leaf blower,EUR,260,High,100,0.33,1.52,,,,,,320,110,110,170,320,210,260,170,210,260,320,590
best lawn rake,EUR,140,High,100,0.11,0.58,,,,,,70,40,50,320,390,170,90,90,110,140,170,110
green wheelbarrow,EUR,110,High,100,0.32,0.91,,,,,,70,70,50,140,170,170,170,170,170,140,110,90
best secateurs,EUR,40,High,100,0.13,1.34,,,,,,50,40,20,40,50,70,50,40,30,30,30,30
ryobi outdoor tools,EUR,170,High,100,0.19,0.54,,,,,,110,50,110,140,260,260,320,210,110,110,110,110
root cutting shovel,EUR,210,High,100,0.45,1.36,,,,,,110,110,110,170,210,320,210,320,170,260,210,110
pool patio designs,EUR,260,High,100,1.26,5.55,,,,,,30,90,90,210,210,210,390,480,390,390,210,210
garden weasel medium nut gatherer,EUR,170,High,100,0.36,0.71,,,,,,140,90,70,110,140,70,90,140,170,390,480,320
best garden pruners,EUR,170,High,100,0.13,1.42,,,,,,110,70,70,210,260,260,260,170,170,110,70,170
landscape installation near me,EUR,210,Medium,41,3.34,8.35,,,,,,50,90,170,210,320,320,320,320,320,320,210,140
grafted avocado tree for sale,EUR,170,High,100,0.23,0.98,,,,,,110,140,170,210,320,210,140,140,140,110,90,70
hand held cultivator,EUR,140,High,100,0.22,0.45,,,,,,20,40,70,140,210,320,320,170,90,90,90,20
shrub shears,EUR,140,High,100,0.33,0.46,,,,,,70,30,50,90,170,210,210,210,170,140,90,90
weeding tools home depot,EUR,390,High,100,0.04,0.96,,,,,,50,90,140,480,720,720,720,590,390,260,110,70
modern landscape architecture,EUR,140,Low,23,2.56,8.15,,,,,,70,110,90,110,110,110,170,140,170,210,260,210
seated lawn mower,EUR,170,High,100,0.49,2.24,,,,,,50,70,70,110,170,260,260,320,170,170,140,110
larch tree for sale,EUR,170,High,100,0.13,0.93,,,,,,90,70,110,140,210,210,210,170,140,140,210,140
commercial nursery near me,EUR,170,Low,5,,,,,,,,30,90,170,210,210,320,210,140,210,170,260,170
hoya nursery,EUR,110,High,100,0.07,1.8,,,,,,70,40,30,70,140,90,140,210,210,210,90,90
60 inch lawn roller,EUR,170,High,100,,,,,,,,110,70,110,590,720,170,110,70,50,50,40,50
yard shears,EUR,170,High,100,0.35,0.73,,,,,,70,50,50,140,170,390,260,320,210,210,140,90
commercial fruit tree nursery,EUR,170,High,100,0.32,2.88,,,,,,140,140,210,210,260,140,110,110,110,170,140,140
tractor supply yard cart,EUR,260,High,100,0.28,1.3,,,,,,170,140,140,390,480,480,390,320,170,170,170,210
lawn mower blue book,EUR,210,Medium,52,0.18,4.1,,,,,,70,90,110,210,390,390,260,260,210,170,110,90
landscaping trees near me,EUR,210,High,100,1.3,6.26,,,,,,50,50,90,140,480,390,320,210,170,260,260,140
ryobi battery powered leaf blower,EUR,170,High,100,0.21,0.52,,,,,,170,90,90,140,170,210,210,110,170,210,260,390
makita yard tools,EUR,170,High,100,0.16,0.8,,,,,,30,30,30,50,260,480,390,140,140,70,110,110
grown trees for sale,EUR,140,High,100,0.31,1.18,,,,,,50,50,90,140,210,170,140,260,140,110,110,50
folding tree saw,EUR,140,High,100,0.29,1.61,,,,,,210,110,140,110,110,110,140,140,110,140,210,170
long handled spade,EUR,110,High,100,0.28,0.5,,,,,,50,90,90,110,260,140,140,140,110,110,110,90
mantis tiller cultivator,EUR,170,High,100,0.27,0.65,,,,,,50,40,90,140,260,210,170,170,90,260,210,210
yard tools list,EUR,170,High,100,0.29,0.64,,,,,,110,90,50,170,170,170,260,320,260,140,70,260
pool area landscaping,EUR,170,High,97,1.68,5.9,,,,,,20,40,70,140,210,260,320,320,260,170,90,50
patio designers near me,EUR,170,High,100,1.62,5.85,,,,,,70,140,110,210,320,260,260,210,170,140,110,50
grafted fruit trees for sale near me,EUR,140,High,100,0.49,2.87,,,,,,40,90,70,170,260,210,170,170,170,140,140,110
menards lawn and garden tools,EUR,170,High,100,0.13,1.8,,,,,,40,30,20,90,260,480,390,210,140,170,110,30
dewalt electric leaf blower,EUR,170,High,100,0.31,0.82,,,,,,170,110,50,90,260,210,170,110,140,170,260,320
best garden centres,EUR,110,Low,10,,,,,,,,40,70,50,170,260,260,140,140,90,50,70,50
garden weasel claw,EUR,170,High,100,0.37,0.7,,,,,,30,70,70,140,320,390,390,210,170,210,170,50
nectarine tree for sale,EUR,170,High,100,0.25,1.07,,,,,,40,110,140,260,260,320,260,210,210,110,110,70
garden shovel small,EUR,140,High,100,0.31,0.4,,,,,,70,90,140,110,170,320,210,140,110,70,140,110
small electric hedge trimmer,EUR,140,High,100,0.29,1.27,,,,,,30,20,30,90,140,210,320,170,210,170,140,50
dandelion weeder tool,EUR,170,High,100,,,,,,,,20,40,40,140,390,590,260,170,90,70,50,40
best commercial leaf blower,EUR,170,High,100,0.15,1.1,,,,,,140,70,90,140,210,170,110,90,90,140,320,320
wholesale strawberry plants for sale,EUR,140,High,99,0.87,2.85,,,,,,50,170,90,260,170,170,260,110,110,170,140,50
pruning snips,EUR,110,High,100,0.31,0.61,,,,,,70,70,110,90,90,140,140,140,140,140,170,140
bonsai tree nursery,EUR,140,High,100,0.43,1.83,,,,,,140,110,70,140,140,260,170,140,170,110,110,140
two wheel garden cart,EUR,210,High,100,0.31,0.63,,,,,,140,110,70,170,390,320,260,170,170,170,170,170
front yard landscaping with river rock,EUR,170,High,97,2.23,7.06,,,,,,40,50,50,110,210,260,260,260,210,170,170,110
best landscape design,EUR,140,High,100,2.2,6.3,,,,,,50,70,90,170,140,170,140,210,170,170,170,110
landscape trees for sale,EUR,170,High,100,0.41,3.24,,,,,,70,110,110,210,320,320,210,320,260,210,70,40
miniature garden tools,EUR,140,High,100,0.23,1.67,,,,,,140,90,110,140,140,170,210,170,170,170,110,140
edible landscape design,EUR,140,Low,20,2.67,6.54,,,,,,70,260,170,90,170,170,140,110,140,140,140,110
grafting scissors,EUR,90,High,100,0.21,0.3,,,,,,50,70,70,90,140,110,110,110,140,70,70,70
low maintenance garden design,EUR,70,High,95,,,,,,,,10,20,10,50,40,50,50,170,140,140,90,70
cordless grass cutter,EUR,90,High,100,,,,,,,,20,10,20,20,90,390,110,170,70,70,30,40
garden centers in my area,EUR,140,Low,8,,,,,,,,70,140,50,50,320,390,170,140,110,210,110,30
camellia tree for sale,EUR,140,High,100,0.29,1.02,,,,,,50,170,320,320,260,140,110,70,50,70,90,70
lowes garden gloves,EUR,260,High,100,0.26,0.84,,,,,,210,90,170,260,480,390,320,320,260,260,210,170
grape vine cuttings for sale,EUR,110,High,100,0.85,3.03,,,,,,90,140,90,170,110,90,90,90,90,90,140,90
small front yard design,EUR,170,High,100,1.26,2.91,,,,,,70,70,110,140,170,170,140,260,210,260,170,140
hand held garden tiller,EUR,170,High,100,0.21,0.64,,,,,,30,20,50,170,390,390,390,170,170,70,90,50
tsc wheelbarrow,EUR,140,High,100,0.49,1.7,,,,,,170,90,110,210,260,260,170,110,90,110,70,70
power loppers,EUR,170,High,100,0.18,0.52,,,,,,140,90,70,260,210,210,210,210,170,210,170,140
weed cutter hand tool,EUR,170,High,100,,,,,,,,30,50,70,260,260,210,260,210,260,170,90,40
garden lawn mower,EUR,90,Medium,40,1.45,2.81,,,,,,40,50,40,70,110,140,140,140,90,90,70,110
best gas lawn edger 2018,EUR,170,High,100,0.07,1.65,,,,,,110,30,40,210,320,390,260,170,210,90,70,20
cultivator hoe,EUR,170,High,100,,,,,,,,70,90,70,170,260,480,390,210,210,140,140,70
pruning shears amazon,EUR,170,High,100,0.13,0.62,,,,,,110,90,90,170,170,260,260,260,210,260,170,170
best rake for grass,EUR,140,High,100,0.11,0.82,,,,,,20,10,20,110,320,320,170,170,170,260,110,30
high power leaf blower,EUR,210,High,100,0.26,2.06,,,,,,210,90,110,260,210,170,140,170,170,170,260,590
horticulture nursery,EUR,90,Low,17,,,,,,,,50,70,70,110,170,110,70,90,110,90,90,70
nursery spade,EUR,140,High,100,0.24,0.42,,,,,,40,50,50,170,320,210,260,170,110,140,90,140
top 10 riding lawn mowers,EUR,170,High,100,0.06,3.29,,,,,,30,30,70,210,320,320,260,260,140,140,90,40
best garden nursery near me,EUR,170,Low,13,,,,,,,,50,50,110,260,320,390,210,140,110,90,90,50
foxtail palm tree for sale,EUR,170,High,100,0.51,2.33,,,,,,70,110,170,170,140,170,210,260,170,140,170,140
yard scissors,EUR,140,High,100,0.3,0.6,,,,,,50,90,50,90,140,210,320,320,210,170,110,70
shovel rake,EUR,210,High,100,0.3,0.38,,,,,,170,140,170,170,260,170,140,110,210,170,320,320
best cordless lawn edger,EUR,140,High,100,0.14,0.55,,,,,,50,30,30,110,210,320,260,140,170,170,90,40
tree sellers near me,EUR,140,High,100,0.69,8.05,,,,,,140,50,70,110,210,170,210,140,140,140,110,40
indoor nursery near me,EUR,170,Low,11,1.24,4.46,,,,,,140,170,170,170,140,170,140,140,140,110,170,140
used leaf blower for sale,EUR,210,High,100,0.28,3.62,,,,,,210,140,110,110,110,110,140,110,170,260,480,390
steel leaf blower,EUR,170,High,100,0.4,2.28,,,,,,210,70,70,110,210,140,170,90,140,170,260,390
cordless garden shears,EUR,110,High,100,0.21,0.68,,,,,,40,20,30,90,140,170,170,210,140,50,70,50
grass cutting hand tools,EUR,210,High,100,0.29,0.52,,,,,,50,70,90,260,320,320,390,320,260,170,140,90
hand tiller walmart,EUR,170,High,100,0.11,0.22,,,,,,30,20,70,260,390,480,260,170,70,70,40,10
ryobi weed sprayer,EUR,90,High,99,0.58,5.95,,,,,,20,20,50,70,140,170,170,170,110,70,50,30
best plant nursery,EUR,170,High,71,1.18,3.22,,,,,,50,90,110,210,260,260,210,210,140,140,110,90
fiskars titanium pruner,EUR,170,High,100,0.24,0.4,,,,,,70,50,90,110,260,260,210,210,210,140,170,140
smith and hawken garden tools,EUR,170,High,100,0.23,1.44,,,,,,170,140,90,170,210,210,260,170,170,110,110,110
sears garden tools,EUR,170,High,100,0.46,1.21,,,,,,170,110,90,140,260,260,260,140,170,210,90,110
front of home landscaping,EUR,260,High,100,2.19,6.99,,,,,,40,90,140,210,320,320,320,390,390,390,210,140
moss nursery,EUR,140,High,69,,,,,,,,90,90,90,210,320,260,170,140,90,110,90,70
craftsman loppers,EUR,170,High,100,0.27,0.9,,,,,,110,90,110,210,170,260,260,260,210,210,170,140
landscaping around concrete patio,EUR,170,Low,10,4.5,10.79,,,,,,10,50,70,140,260,260,260,320,260,210,110,50
husky lawn mower,EUR,210,High,100,0.24,1.21,,,,,,30,50,70,170,390,480,390,210,260,170,140,90
best plant stores near me,EUR,170,High,67,,,,,,,,110,90,110,170,210,260,260,170,260,170,140,110
garden scraper,EUR,110,High,100,1.16,4.35,,,,,,110,140,70,90,140,110,140,170,140,90,110,50
cordless yard vacuum,EUR,170,High,100,0.19,0.6,,,,,,170,40,20,70,260,210,140,210,140,170,320,260
small electric leaf blower,EUR,170,High,100,0.31,1.39,,,,,,140,70,70,140,210,210,210,110,140,210,260,210
dewalt tiller,EUR,140,High,100,0.25,0.58,,,,,,30,40,40,170,390,390,320,170,110,90,50,40
48 lawn roller,EUR,210,High,100,0.31,0.5,,,,,,20,40,70,480,720,320,140,140,90,90,110,30
poly yard cart,EUR,170,High,100,0.22,2.48,,,,,,90,90,110,170,320,260,210,170,110,110,90,90
soil digging tools,EUR,170,High,100,0.22,1.15,,,,,,30,70,50,170,210,260,260,210,210,210,110,140
broadfork lowes,EUR,170,High,100,0.17,0.49,,,,,,70,210,110,320,480,260,110,90,110,40,70,70
3d garden design,EUR,50,High,97,0.77,2.68,,,,,,30,40,50,70,90,70,40,50,50,40,50,50
palm tree front yard,EUR,260,High,100,,,,,,,,90,140,170,260,260,210,260,480,480,480,320,260
2 wheelbarrow,EUR,140,High,100,0.23,0.51,,,,,,90,70,90,210,210,210,110,170,140,140,110,140
finding a landscape designer near me,EUR,140,Medium,39,2.37,10.28,,,,,,30,50,140,210,260,170,210,140,140,110,50,70
backyard designs on a budget,EUR,170,High,100,0.17,3.08,,,,,,70,90,140,320,320,140,140,260,170,140,110,50
garden utensils,EUR,90,High,100,0.39,1.16,,,,,,110,50,70,90,90,140,110,170,90,90,90,70
heavy duty yard cart,EUR,170,High,100,0.26,0.86,,,,,,90,110,70,170,210,210,170,170,170,170,170,170
boxwood bushes for sale,EUR,170,High,100,0.23,0.77,,,,,,10,30,90,260,390,390,320,140,110,140,70,50
dry river bed front yard,EUR,140,Low,28,,,,,,,,50,70,50,110,140,210,210,260,210,110,170,140
artemisia nursery,EUR,140,Low,12,,,,,,,,70,90,90,170,210,170,170,140,170,170,170,170
hedge loppers,EUR,110,High,100,0.35,0.55,,,,,,70,30,50,110,90,140,170,170,170,110,90,90
lawn blower vacuum,EUR,170,High,99,0.26,1.49,,,,,,170,110,50,170,210,260,210,140,170,110,170,170
garden shears amazon,EUR,140,High,100,0.23,0.52,,,,,,140,30,20,70,140,260,170,210,170,140,110,110
flower bed tiller,EUR,170,High,100,0.32,2.32,,,,,,20,40,90,320,390,480,260,110,140,90,50,70
1 gallon plant,EUR,210,High,99,0.23,0.48,,,,,,110,110,140,210,320,320,260,320,320,260,260,140
best hoe for weeding,EUR,140,High,100,,,,,,,,20,90,50,140,260,320,390,320,140,70,30,30
plants and trees for sale,EUR,170,High,100,0.22,1.18,,,,,,50,90,110,320,320,260,140,140,110,110,110,90
best small tiller,EUR,170,High,100,0.19,1.09,,,,,,30,70,110,260,480,390,260,170,90,110,90,50
best grass edger,EUR,210,High,100,0.16,0.66,,,,,,50,20,50,140,390,480,320,260,260,210,70,70
manual hedge clippers,EUR,140,High,100,0.37,0.52,,,,,,50,30,40,70,260,210,260,170,260,170,210,110
modern home landscaping,EUR,170,High,97,1.6,5.97,,,,,,70,70,90,140,170,170,260,320,260,260,260,140
eastern red cedar trees for sale near me,EUR,170,High,100,0.43,2.89,,,,,,140,90,70,260,210,260,140,140,140,170,170,170
natural designs landscaping,EUR,210,Low,26,2.19,9.82,,,,,,90,210,170,260,260,260,320,260,260,210,210,170
long handled trowel,EUR,90,High,100,0.22,0.32,,,,,,40,50,50,70,140,140,110,110,50,70,50,70
