Keyword,Currency,Avg. monthly searches,Min search volume,Max search volume,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
used fiat 500,USD,N/A,"1,000","10,000",High,74,0.58,2.81,,,,,,,,,,,,,,,,,
cadillac wagon,USD,N/A,"1,000","10,000",Low,14,0.55,5.77,,,,,,,,,,,,,,,,,
2019 g wagon price,USD,N/A,"1,000","10,000",High,72,0.41,3.68,,,,,,,,,,,,,,,,,
ricks auto sales,USD,N/A,"1,000","10,000",Low,5,0.74,3.29,,,,,,,,,,,,,,,,,
2016 lexus rx,USD,N/A,"1,000","10,000",Medium,37,1.25,7.94,,,,,,,,,,,,,,,,,
auto house,USD,N/A,"1,000","10,000",Low,8,1.83,6.02,,,,,,,,,,,,,,,,,
ebay cars and trucks,USD,N/A,"1,000","10,000",Medium,49,0.44,1.63,,,,,,,,,,,,,,,,,
mercedes service near me,USD,N/A,"1,000","10,000",Medium,39,2.65,9.66,,,,,,,,,,,,,,,,,
1970 camaro for sale,USD,N/A,"1,000","10,000",High,98,0.6,1.05,,,,,,,,,,,,,,,,,
maserati granturismo price,USD,N/A,"1,000","10,000",Low,21,0.46,5,,,,,,,,,,,,,,,,,
bmw 328i price,USD,N/A,"1,000","10,000",Low,27,0.36,2.6,,,,,,,,,,,,,,,,,
2012 lexus es 350,USD,N/A,"1,000","10,000",Low,20,0.34,2.2,,,,,,,,,,,,,,,,,
honda accord coupe for sale,USD,N/A,"1,000","10,000",Medium,60,0.64,6.35,,,,,,,,,,,,,,,,,
model a for sale,USD,N/A,"1,000","10,000",High,100,0.22,0.51,,,,,,,,,,,,,,,,,
platinum auto sales,USD,N/A,"1,000","10,000",Low,4,1.15,5.88,,,,,,,,,,,,,,,,,
infiniti dealerships near me,USD,N/A,"1,000","10,000",Low,33,1.77,7.05,,,,,,,,,,,,,,,,,
2009 lexus es 350,USD,N/A,"1,000","10,000",Low,24,0.34,2.81,,,,,,,,,,,,,,,,,
2006 camaro,USD,N/A,"1,000","10,000",Low,13,0.34,1.65,,,,,,,,,,,,,,,,,
bob brown chevy,USD,N/A,"1,000","10,000",Low,16,0.91,6.01,,,,,,,,,,,,,,,,,
pickup trucks for sale near me,USD,N/A,"1,000","10,000",High,100,0.99,3.56,,,,,,,,,,,,,,,,,
2003 pontiac grand am,USD,N/A,"1,000","10,000",Low,20,0.34,0.65,,,,,,,,,,,,,,,,,
audi a7 2013,USD,N/A,"1,000","10,000",Low,17,0.34,1.05,,,,,,,,,,,,,,,,,
hyundai sonata for sale,USD,N/A,"1,000","10,000",Medium,60,1.44,11.58,,,,,,,,,,,,,,,,,
used audi s4,USD,N/A,"1,000","10,000",Medium,42,0.53,5.91,,,,,,,,,,,,,,,,,
dodge challenger rt for sale,USD,N/A,"1,000","10,000",Medium,61,0.78,4.59,,,,,,,,,,,,,,,,,
jeep wrangler near me,USD,N/A,"1,000","10,000",Medium,65,1.6,6.86,,,,,,,,,,,,,,,,,
jeep cj for sale,USD,N/A,"1,000","10,000",High,100,0.34,4,,,,,,,,,,,,,,,,,
freedom auto sales,USD,N/A,"1,000","10,000",Low,8,1.2,3.39,,,,,,,,,,,,,,,,,
bmw 740li,USD,N/A,"1,000","10,000",Low,16,0.57,1.44,,,,,,,,,,,,,,,,,
audi s3 2016,USD,N/A,"1,000","10,000",Low,16,0.44,6.91,,,,,,,,,,,,,,,,,
bmw 645ci,USD,N/A,"1,000","10,000",Low,27,0.4,0.8,,,,,,,,,,,,,,,,,
cheap car dealerships near me,USD,N/A,"1,000","10,000",Medium,57,1.75,5.73,,,,,,,,,,,,,,,,,
used hyundai kona,USD,N/A,"1,000","10,000",Medium,58,0.64,4.5,,,,,,,,,,,,,,,,,
bmw 4 series for sale,USD,N/A,"1,000","10,000",Low,30,0.57,4.62,,,,,,,,,,,,,,,,,
choice auto sales,USD,N/A,"1,000","10,000",Low,3,0.8,4.06,,,,,,,,,,,,,,,,,
toyota supra engine,USD,N/A,"1,000","10,000",High,83,1.4,1.96,,,,,,,,,,,,,,,,,
e39 m5 for sale,USD,N/A,"1,000","10,000",Medium,42,0.28,0.99,,,,,,,,,,,,,,,,,
1987 monte carlo ss for sale,USD,N/A,"1,000","10,000",High,97,0.84,1.43,,,,,,,,,,,,,,,,,
small suv for sale,USD,N/A,"1,000","10,000",High,90,1.47,8.4,,,,,,,,,,,,,,,,,
r35 gtr for sale,USD,N/A,"1,000","10,000",High,69,0.34,1.45,,,,,,,,,,,,,,,,,
trinity motors,USD,N/A,"1,000","10,000",Low,8,0.63,1.05,,,,,,,,,,,,,,,,,
jeep cj5 for sale,USD,N/A,"1,000","10,000",High,100,0.51,5,,,,,,,,,,,,,,,,,
certified motors,USD,N/A,"1,000","10,000",Low,2,0.82,3.47,,,,,,,,,,,,,,,,,
chevrolet trucks for sale,USD,N/A,"1,000","10,000",High,100,1.45,6.29,,,,,,,,,,,,,,,,,
select auto sales,USD,N/A,"1,000","10,000",Low,6,1.04,3.53,,,,,,,,,,,,,,,,,
used honda civic hatchback,USD,N/A,"1,000","10,000",High,70,2.05,5.16,,,,,,,,,,,,,,,,,
used 4x4 trucks for sale under $5000 near me,USD,N/A,"1,000","10,000",High,100,0.78,2.74,,,,,,,,,,,,,,,,,
abc auto sales,USD,N/A,"1,000","10,000",Low,7,1.08,3.32,,,,,,,,,,,,,,,,,
2014 cadillac xts,USD,N/A,"1,000","10,000",Low,24,0.34,1.43,,,,,,,,,,,,,,,,,
toyota suv for sale,USD,N/A,"1,000","10,000",High,69,2.15,9.89,,,,,,,,,,,,,,,,,
autonation used cars,USD,N/A,"1,000","10,000",Medium,44,1.43,4.5,,,,,,,,,,,,,,,,,
bmw cars for sale,USD,N/A,"1,000","10,000",High,97,0.79,3.74,,,,,,,,,,,,,,,,,
750li,USD,N/A,"1,000","10,000",Low,6,0.34,0.96,,,,,,,,,,,,,,,,,
used car dealerships no credit check near me,USD,N/A,"1,000","10,000",High,77,3.34,15.32,,,,,,,,,,,,,,,,,
geo metro for sale,USD,N/A,"1,000","10,000",High,98,0.35,1.25,,,,,,,,,,,,,,,,,
1958 plymouth fury for sale,USD,N/A,"1,000","10,000",High,96,0.53,1.38,,,,,,,,,,,,,,,,,
2016 porsche panamera,USD,N/A,"1,000","10,000",Low,30,0.38,1.76,,,,,,,,,,,,,,,,,
mini cooper convertible for sale,USD,N/A,"1,000","10,000",High,100,0.63,4.74,,,,,,,,,,,,,,,,,
sam's auto sales,USD,N/A,"1,000","10,000",Low,10,1.41,3.92,,,,,,,,,,,,,,,,,
gt40 for sale,USD,N/A,"1,000","10,000",High,100,0.34,1.51,,,,,,,,,,,,,,,,,
e30 for sale,USD,N/A,"1,000","10,000",High,75,0.78,3.14,,,,,,,,,,,,,,,,,
2015 bmw 335i,USD,N/A,"1,000","10,000",Low,14,0.49,3.16,,,,,,,,,,,,,,,,,
jd byrider inventory,USD,N/A,"1,000","10,000",Low,32,0.83,3.11,,,,,,,,,,,,,,,,,
2012 chevy camaro,USD,N/A,"1,000","10,000",Medium,40,0.42,2,,,,,,,,,,,,,,,,,
c43 amg for sale,USD,N/A,"1,000","10,000",Low,30,0.34,4,,,,,,,,,,,,,,,,,
nissan figaro for sale,USD,N/A,"1,000","10,000",High,88,0.52,3.85,,,,,,,,,,,,,,,,,
chevy 3500 for sale,USD,N/A,"1,000","10,000",High,73,0.77,4,,,,,,,,,,,,,,,,,
volvo p1800 for sale,USD,N/A,"1,000","10,000",High,77,1.24,6.79,,,,,,,,,,,,,,,,,
2014 lexus gs 350,USD,N/A,"1,000","10,000",Low,33,0.49,3.88,,,,,,,,,,,,,,,,,
2016 bmw 5 series,USD,N/A,"1,000","10,000",Low,32,0.58,5.05,,,,,,,,,,,,,,,,,
cheap cars under 500,USD,N/A,"1,000","10,000",High,100,0.76,2.89,,,,,,,,,,,,,,,,,
bmw 330xi,USD,N/A,"1,000","10,000",Low,18,0.52,4.19,,,,,,,,,,,,,,,,,
hyundai for sale,USD,N/A,"1,000","10,000",Medium,58,0.83,3.37,,,,,,,,,,,,,,,,,
volkswagen service near me,USD,N/A,"1,000","10,000",Medium,39,3,7,,,,,,,,,,,,,,,,,
lexus sc430 for sale,USD,N/A,"1,000","10,000",Medium,66,0.32,1.26,,,,,,,,,,,,,,,,,
c8 corvette engine,USD,N/A,"1,000","10,000",Medium,62,1.95,5.21,,,,,,,,,,,,,,,,,
cargo vans for sale near me,USD,N/A,"1,000","10,000",High,100,0.72,1.67,,,,,,,,,,,,,,,,,
ford website,USD,N/A,"1,000","10,000",Medium,36,0.3,2.5,,,,,,,,,,,,,,,,,
de tomaso pantera for sale,USD,N/A,"1,000","10,000",High,85,0.47,2.19,,,,,,,,,,,,,,,,,
pacific auto sales,USD,N/A,"1,000","10,000",Low,4,0.82,3.15,,,,,,,,,,,,,,,,,
dave smith dodge,USD,N/A,"1,000","10,000",Low,19,0.52,2.82,,,,,,,,,,,,,,,,,
honda s2000 price,USD,N/A,"1,000","10,000",Medium,64,0.3,1.38,,,,,,,,,,,,,,,,,
used cars by owner,USD,N/A,"1,000","10,000",High,81,0.62,2.67,,,,,,,,,,,,,,,,,
subaru wrx automatic,USD,N/A,"1,000","10,000",Medium,44,0.56,4.09,,,,,,,,,,,,,,,,,
infiniti i30,USD,N/A,"1,000","10,000",Low,4,0.87,6,,,,,,,,,,,,,,,,,
old muscle cars for sale,USD,N/A,"1,000","10,000",High,99,0.2,1.44,,,,,,,,,,,,,,,,,
bmw x5m for sale,USD,N/A,"1,000","10,000",Medium,46,0.34,3.64,,,,,,,,,,,,,,,,,
hyundai xg350,USD,N/A,"1,000","10,000",Low,8,0.4,6.5,,,,,,,,,,,,,,,,,
vw jetta for sale,USD,N/A,"1,000","10,000",Medium,63,0.9,8.91,,,,,,,,,,,,,,,,,
lexus gx for sale,USD,N/A,"1,000","10,000",Medium,55,0.47,5.38,,,,,,,,,,,,,,,,,
my carmax,USD,N/A,"1,000","10,000",Low,10,0.27,0.43,,,,,,,,,,,,,,,,,
bmw x6 2017,USD,N/A,"1,000","10,000",Low,33,0.34,1.31,,,,,,,,,,,,,,,,,
boss 302 for sale,USD,N/A,"1,000","10,000",High,96,0.34,0.96,,,,,,,,,,,,,,,,,
mitsubishi 3000gt for sale,USD,N/A,"1,000","10,000",High,100,0.26,0.97,,,,,,,,,,,,,,,,,
grabber blue mustang,USD,N/A,"1,000","10,000",Medium,52,1.1,4.55,,,,,,,,,,,,,,,,,
bmw 328i for sale,USD,N/A,"1,000","10,000",Medium,46,0.38,2.59,,,,,,,,,,,,,,,,,
mini cooper countryman for sale,USD,N/A,"1,000","10,000",High,72,0.72,5.3,,,,,,,,,,,,,,,,,
sale my car,USD,N/A,"1,000","10,000",High,92,2.6,9.5,,,,,,,,,,,,,,,,,
2010 bmw 335i,USD,N/A,"1,000","10,000",Low,19,0.33,0.96,,,,,,,,,,,,,,,,,
2008 bmw 328xi,USD,N/A,"1,000","10,000",Low,33,0.3,0.81,,,,,,,,,,,,,,,,,
used auto sales near me,USD,N/A,"1,000","10,000",Medium,66,1.9,6.5,,,,,,,,,,,,,,,,,
bmw engine,USD,N/A,"1,000","10,000",High,95,1.13,1.8,,,,,,,,,,,,,,,,,
2016 toyota corolla le,USD,N/A,"1,000","10,000",Medium,46,0.89,4.56,,,,,,,,,,,,,,,,,
2019 camaro price,USD,N/A,"1,000","10,000",High,74,0.62,4,,,,,,,,,,,,,,,,,
mountaineer car,USD,N/A,"1,000","10,000",Low,6,0.39,1.31,,,,,,,,,,,,,,,,,
2008 lexus ls 460,USD,N/A,"1,000","10,000",Medium,39,0.34,1.14,,,,,,,,,,,,,,,,,
nissan skyline gtr r34 for sale,USD,N/A,"1,000","10,000",High,80,1.14,5.58,,,,,,,,,,,,,,,,,
2012 porsche panamera,USD,N/A,"1,000","10,000",Low,25,0.38,1,,,,,,,,,,,,,,,,,
r34 for sale,USD,N/A,"1,000","10,000",Medium,48,0.67,3.1,,,,,,,,,,,,,,,,,
nissan skyline gtr price,USD,N/A,"1,000","10,000",High,69,0.59,3.1,,,,,,,,,,,,,,,,,
hybrid suv used,USD,N/A,"1,000","10,000",Medium,64,0.9,3.81,,,,,,,,,,,,,,,,,
classic mini cooper for sale,USD,N/A,"1,000","10,000",High,90,1.04,5.35,,,,,,,,,,,,,,,,,
galeana jeep,USD,N/A,"1,000","10,000",Low,26,1.51,6.27,,,,,,,,,,,,,,,,,
2016 honda civic sedan,USD,N/A,"1,000","10,000",Medium,36,1.88,4.48,,,,,,,,,,,,,,,,,
pontiac convertible,USD,N/A,"1,000","10,000",Medium,64,0.39,1.67,,,,,,,,,,,,,,,,,
audi a8 2015,USD,N/A,"1,000","10,000",Low,27,0.42,6.33,,,,,,,,,,,,,,,,,
bmw 328i xdrive,USD,N/A,"1,000","10,000",Low,15,0.63,6.26,,,,,,,,,,,,,,,,,
chevy denali,USD,N/A,"1,000","10,000",Low,19,0.88,2.9,,,,,,,,,,,,,,,,,
2011 chevy tahoe,USD,N/A,"1,000","10,000",Low,22,0.37,1.84,,,,,,,,,,,,,,,,,
bmw 325xi,USD,N/A,"1,000","10,000",Low,24,0.5,3.97,,,,,,,,,,,,,,,,,
used volkswagen atlas,USD,N/A,"1,000","10,000",Medium,57,1,4.5,,,,,,,,,,,,,,,,,
2017 maserati ghibli,USD,N/A,"1,000","10,000",Medium,35,0.52,3.41,,,,,,,,,,,,,,,,,
chrysler 200 convertible,USD,N/A,"1,000","10,000",Low,29,0.4,1.19,,,,,,,,,,,,,,,,,
cars4u,USD,N/A,"1,000","10,000",Low,7,0.52,2.68,,,,,,,,,,,,,,,,,
2008 bmw 528i,USD,N/A,"1,000","10,000",Low,21,0.3,1.01,,,,,,,,,,,,,,,,,
2002 ford thunderbird,USD,N/A,"1,000","10,000",High,76,0.34,0.92,,,,,,,,,,,,,,,,,
cheap jeeps for sale,USD,N/A,"1,000","10,000",High,100,0.7,4.09,,,,,,,,,,,,,,,,,
honda civic si used,USD,N/A,"1,000","10,000",Medium,61,1.88,4.51,,,,,,,,,,,,,,,,,
panamera for sale,USD,N/A,"1,000","10,000",High,87,0.38,1.92,,,,,,,,,,,,,,,,,
jaguar xkr for sale,USD,N/A,"1,000","10,000",Medium,58,0.31,1.26,,,,,,,,,,,,,,,,,
crashed cars for sale,USD,N/A,"1,000","10,000",High,96,0.35,1.85,,,,,,,,,,,,,,,,,
2016 volvo s60,USD,N/A,"1,000","10,000",Low,23,0.76,5.62,,,,,,,,,,,,,,,,,
carmax trade in value,USD,N/A,"1,000","10,000",Medium,48,1,5,,,,,,,,,,,,,,,,,
cheap suv for sale,USD,N/A,"1,000","10,000",High,96,1.15,7.18,,,,,,,,,,,,,,,,,
2018 honda accord for sale,USD,N/A,"1,000","10,000",Medium,56,0.76,5.75,,,,,,,,,,,,,,,,,
fiat 500 abarth for sale,USD,N/A,"1,000","10,000",High,87,0.28,1.47,,,,,,,,,,,,,,,,,
2016 cadillac xts,USD,N/A,"1,000","10,000",Low,31,0.37,2.55,,,,,,,,,,,,,,,,,
amc pacer for sale,USD,N/A,"1,000","10,000",High,90,0.89,2.13,,,,,,,,,,,,,,,,,
trovit cars,USD,N/A,"1,000","10,000",Low,12,0.78,2.62,,,,,,,,,,,,,,,,,
the car lot,USD,N/A,"1,000","10,000",Low,5,1.15,4.78,,,,,,,,,,,,,,,,,
carmax maxcare,USD,N/A,"1,000","10,000",Low,12,2.77,8,,,,,,,,,,,,,,,,,
2017 lexus rx,USD,N/A,"1,000","10,000",Medium,39,2.37,8.09,,,,,,,,,,,,,,,,,
svt cobra,USD,N/A,"1,000","10,000",Low,9,0.46,6.44,,,,,,,,,,,,,,,,,
2015 jaguar xf,USD,N/A,"1,000","10,000",Low,26,0.48,18.23,,,,,,,,,,,,,,,,,
carmax rivergate,USD,N/A,"1,000","10,000",Low,26,0.39,6.16,,,,,,,,,,,,,,,,,
2018 chevy traverse for sale,USD,N/A,"1,000","10,000",High,75,1.32,8.55,,,,,,,,,,,,,,,,,
audi q7 2014,USD,N/A,"1,000","10,000",Low,25,0.46,4.53,,,,,,,,,,,,,,,,,
west herr chevrolet,USD,N/A,"1,000","10,000",Low,23,0.86,2.41,,,,,,,,,,,,,,,,,
bmw e46 for sale,USD,N/A,"1,000","10,000",High,96,0.48,3.16,,,,,,,,,,,,,,,,,
dodge dart gt,USD,N/A,"1,000","10,000",Low,24,0.48,1.2,,,,,,,,,,,,,,,,,
toyota matrix for sale,USD,N/A,"1,000","10,000",Medium,53,0.36,2.06,,,,,,,,,,,,,,,,,
2016 porsche cayman,USD,N/A,"1,000","10,000",Low,15,0.38,3.82,,,,,,,,,,,,,,,,,
2008 cadillac srx,USD,N/A,"1,000","10,000",Low,18,0.26,0.68,,,,,,,,,,,,,,,,,
jeep 4.0 engine,USD,N/A,"1,000","10,000",High,100,1.06,4.55,,,,,,,,,,,,,,,,,
suzuki car dealership,USD,N/A,"1,000","10,000",Low,27,1.38,8.31,,,,,,,,,,,,,,,,,
2007 infiniti g35 coupe,USD,N/A,"1,000","10,000",Medium,62,0.37,0.81,,,,,,,,,,,,,,,,,
mustang bullitt for sale,USD,N/A,"1,000","10,000",High,99,0.34,2.09,,,,,,,,,,,,,,,,,
2008 dodge durango,USD,N/A,"1,000","10,000",Low,10,0.31,1.65,,,,,,,,,,,,,,,,,
g35 sedan,USD,N/A,"1,000","10,000",Low,28,0.53,9,,,,,,,,,,,,,,,,,
gmc yukon xl for sale,USD,N/A,"1,000","10,000",High,71,1.06,7,,,,,,,,,,,,,,,,,
used 370z,USD,N/A,"1,000","10,000",Medium,44,0.32,2.05,,,,,,,,,,,,,,,,,
lakeside motors,USD,N/A,"1,000","10,000",Low,1,0.91,3.65,,,,,,,,,,,,,,,,,
cheap cars for sale by owner,USD,N/A,"1,000","10,000",High,100,0.72,2.62,,,,,,,,,,,,,,,,,
toyota yaris price,USD,N/A,"1,000","10,000",Medium,43,1.58,6,,,,,,,,,,,,,,,,,
3000gt vr4 for sale,USD,N/A,"1,000","10,000",High,85,0.28,0.62,,,,,,,,,,,,,,,,,
2016 mustang gt for sale,USD,N/A,"1,000","10,000",High,72,0.48,2.59,,,,,,,,,,,,,,,,,
lincoln mkz 2016,USD,N/A,"1,000","10,000",Low,25,0.59,2.82,,,,,,,,,,,,,,,,,
2013 jaguar xf,USD,N/A,"1,000","10,000",Low,22,0.39,1.49,,,,,,,,,,,,,,,,,
jaguar 2016,USD,N/A,"1,000","10,000",Low,29,0.58,31.22,,,,,,,,,,,,,,,,,
ford motor company latest models,USD,N/A,"1,000","10,000",Low,10,0.69,3.44,,,,,,,,,,,,,,,,,
scion dealership,USD,N/A,"1,000","10,000",Low,14,0.68,2.8,,,,,,,,,,,,,,,,,
used volkswagen jetta,USD,N/A,"1,000","10,000",Medium,65,1.06,7.7,,,,,,,,,,,,,,,,,
grand marquis for sale,USD,N/A,"1,000","10,000",High,84,0.4,1.23,,,,,,,,,,,,,,,,,
carmax inventory,USD,N/A,"1,000","10,000",Medium,47,0.44,2.86,,,,,,,,,,,,,,,,,
porsche 912 for sale,USD,N/A,"1,000","10,000",High,98,0.8,12.4,,,,,,,,,,,,,,,,,
2007 nissan 350z,USD,N/A,"1,000","10,000",Low,24,0.3,0.7,,,,,,,,,,,,,,,,,
volkswagen thing for sale,USD,N/A,"1,000","10,000",High,99,0.61,5.79,,,,,,,,,,,,,,,,,
auto group,USD,N/A,"1,000","10,000",Low,16,0.74,2.18,,,,,,,,,,,,,,,,,
holden commodore ss,USD,N/A,"1,000","10,000",Low,4,,,,,,,,,,,,,,,,,,,
used toyota yaris,USD,N/A,"1,000","10,000",Medium,61,0.71,3.5,,,,,,,,,,,,,,,,,
bmw 745li,USD,N/A,"1,000","10,000",Medium,33,0.42,1.81,,,,,,,,,,,,,,,,,
motor company,USD,N/A,"1,000","10,000",Low,3,1.12,6.63,,,,,,,,,,,,,,,,,
2013 bmw 328i xdrive,USD,N/A,"1,000","10,000",Low,25,0.38,4.28,,,,,,,,,,,,,,,,,
2016 bmw m5,USD,N/A,"1,000","10,000",Low,18,0.36,5.04,,,,,,,,,,,,,,,,,
corolla for sale,USD,N/A,"1,000","10,000",Medium,62,1.43,8.12,,,,,,,,,,,,,,,,,
2013 acura rdx,USD,N/A,"1,000","10,000",Low,20,0.34,2.85,,,,,,,,,,,,,,,,,
iroc z for sale,USD,N/A,"1,000","10,000",High,100,0.42,1.95,,,,,,,,,,,,,,,,,
540i,USD,N/A,"1,000","10,000",Low,19,1.93,8.05,,,,,,,,,,,,,,,,,
1999 porsche 911,USD,N/A,"1,000","10,000",Low,20,0.28,1.45,,,,,,,,,,,,,,,,,
chevy ssr for sale,USD,N/A,"1,000","10,000",High,96,0.35,2.7,,,,,,,,,,,,,,,,,
used jeep rubicon,USD,N/A,"1,000","10,000",High,94,0.51,3.15,,,,,,,,,,,,,,,,,
carmax appraisal,USD,N/A,"1,000","10,000",Medium,34,2,12,,,,,,,,,,,,,,,,,
rolls royce wraith black badge,USD,N/A,"1,000","10,000",Low,4,2.18,6.6,,,,,,,,,,,,,,,,,
used toyota prius for sale,USD,N/A,"1,000","10,000",High,80,1.15,4.5,,,,,,,,,,,,,,,,,
cars under 500,USD,N/A,"1,000","10,000",High,100,0.39,2.15,,,,,,,,,,,,,,,,,
datsun for sale,USD,N/A,"1,000","10,000",High,81,0.34,1.79,,,,,,,,,,,,,,,,,
2015 toyota camry se,USD,N/A,"1,000","10,000",Medium,42,0.54,4.1,,,,,,,,,,,,,,,,,
335is,USD,N/A,"1,000","10,000",Low,9,0.49,0.87,,,,,,,,,,,,,,,,,
chevy van for sale,USD,N/A,"1,000","10,000",High,100,0.68,3.39,,,,,,,,,,,,,,,,,
skyline motors,USD,N/A,"1,000","10,000",Low,17,0.96,4.61,,,,,,,,,,,,,,,,,
car selling sites,USD,N/A,"1,000","10,000",High,80,1.2,5.38,,,,,,,,,,,,,,,,,
2010 camaro for sale,USD,N/A,"1,000","10,000",High,98,0.34,1.14,,,,,,,,,,,,,,,,,
1979 pontiac trans am,USD,N/A,"1,000","10,000",High,94,,,,,,,,,,,,,,,,,,,
used chevy,USD,N/A,"1,000","10,000",Medium,51,0.99,4.5,,,,,,,,,,,,,,,,,
audi a8 2016,USD,N/A,"1,000","10,000",Low,24,0.43,6.26,,,,,,,,,,,,,,,,,
2015 dodge dart sxt,USD,N/A,"1,000","10,000",Low,24,0.51,4.19,,,,,,,,,,,,,,,,,
smart car dealers,USD,N/A,"1,000","10,000",Medium,37,1.58,8,,,,,,,,,,,,,,,,,
bmw e36 m3 for sale,USD,N/A,"1,000","10,000",High,92,0.43,2.89,,,,,,,,,,,,,,,,,
428i,USD,N/A,"1,000","10,000",Low,8,0.42,1.47,,,,,,,,,,,,,,,,,
2016 infiniti qx80,USD,N/A,"1,000","10,000",Low,29,0.52,2.26,,,,,,,,,,,,,,,,,
mx5 for sale,USD,N/A,"1,000","10,000",High,73,0.45,6,,,,,,,,,,,,,,,,,
datsun 280z for sale,USD,N/A,"1,000","10,000",High,97,0.34,0.69,,,,,,,,,,,,,,,,,
charger rt for sale,USD,N/A,"1,000","10,000",Medium,48,0.49,3.44,,,,,,,,,,,,,,,,,
bmw 545i,USD,N/A,"1,000","10,000",Medium,56,0.48,2.5,,,,,,,,,,,,,,,,,
infiniti m56,USD,N/A,"1,000","10,000",Low,11,0.34,2.66,,,,,,,,,,,,,,,,,
2016 dodge charger sxt,USD,N/A,"1,000","10,000",Low,33,0.63,3.36,,,,,,,,,,,,,,,,,
honda civic engine,USD,N/A,"1,000","10,000",High,90,1.01,8.4,,,,,,,,,,,,,,,,,
mercedes c300 used,USD,N/A,"1,000","10,000",Medium,51,0.82,5.96,,,,,,,,,,,,,,,,,
2011 lexus es 350,USD,N/A,"1,000","10,000",Low,21,0.34,2.81,,,,,,,,,,,,,,,,,
metro auto sales,USD,N/A,"1,000","10,000",Low,11,1.37,2.6,,,,,,,,,,,,,,,,,
2015 infiniti qx80,USD,N/A,"1,000","10,000",Low,30,0.49,2.09,,,,,,,,,,,,,,,,,
bmw 328d,USD,N/A,"1,000","10,000",Low,24,0.62,4.47,,,,,,,,,,,,,,,,,
audi q5 hybrid,USD,N/A,"1,000","10,000",Medium,41,2.72,10.48,,,,,,,,,,,,,,,,,
used hondas near me,USD,N/A,"1,000","10,000",High,68,0.98,5,,,,,,,,,,,,,,,,,
used bmw m5,USD,N/A,"1,000","10,000",Medium,47,0.5,5.63,,,,,,,,,,,,,,,,,
wrx wagon,USD,N/A,"1,000","10,000",Low,9,2.36,6.2,,,,,,,,,,,,,,,,,
vw service near me,USD,N/A,"1,000","10,000",Medium,41,3.02,6.65,,,,,,,,,,,,,,,,,
kia cars for sale,USD,N/A,"1,000","10,000",High,75,1.28,6.49,,,,,,,,,,,,,,,,,
280z for sale,USD,N/A,"1,000","10,000",High,94,0.34,1.04,,,,,,,,,,,,,,,,,
cadillac ext,USD,N/A,"1,000","10,000",Low,29,0.47,1.56,,,,,,,,,,,,,,,,,
motors for sale,USD,N/A,"1,000","10,000",High,100,0.47,1.21,,,,,,,,,,,,,,,,,
volvo used cars,USD,N/A,"1,000","10,000",Medium,62,2,13.21,,,,,,,,,,,,,,,,,
a1 motors,USD,N/A,"1,000","10,000",Low,4,1.31,3.12,,,,,,,,,,,,,,,,,
range rover evoque 2013,USD,N/A,"1,000","10,000",Low,25,0.34,1.04,,,,,,,,,,,,,,,,,
morgan auto group,USD,N/A,"1,000","10,000",Low,2,0.38,1.08,,,,,,,,,,,,,,,,,
c6 z06 for sale,USD,N/A,"1,000","10,000",Medium,43,0.29,0.74,,,,,,,,,,,,,,,,,
valley auto sales,USD,N/A,"1,000","10,000",Low,7,0.98,3.62,,,,,,,,,,,,,,,,,
2013 mustang gt for sale,USD,N/A,"1,000","10,000",Medium,61,0.29,1.43,,,,,,,,,,,,,,,,,
2017 buick regal,USD,N/A,"1,000","10,000",Low,21,0.5,2.58,,,,,,,,,,,,,,,,,
lexus es 350 price,USD,N/A,"1,000","10,000",Medium,48,1.53,9.26,,,,,,,,,,,,,,,,,
nissan cube for sale,USD,N/A,"1,000","10,000",High,95,0.44,2.06,,,,,,,,,,,,,,,,,
dealer nissan,USD,N/A,"1,000","10,000",Medium,48,3.28,13.02,,,,,,,,,,,,,,,,,
tesla x for sale,USD,N/A,"1,000","10,000",High,85,0.3,1.26,,,,,,,,,,,,,,,,,
rolls royce phantom for sale,USD,N/A,"1,000","10,000",High,97,0.35,1.82,,,,,,,,,,,,,,,,,
pre owned vehicles,USD,N/A,"1,000","10,000",Medium,66,1.79,5.23,,,,,,,,,,,,,,,,,
aston martin db9 price,USD,N/A,"1,000","10,000",Low,9,0.29,6.43,,,,,,,,,,,,,,,,,
2016 audi s4,USD,N/A,"1,000","10,000",Low,15,0.51,11.72,,,,,,,,,,,,,,,,,
sunset auto sales,USD,N/A,"1,000","10,000",Low,4,1.02,2.98,,,,,,,,,,,,,,,,,
used m3,USD,N/A,"1,000","10,000",Low,28,0.34,3.79,,,,,,,,,,,,,,,,,
ford mustang fastback,USD,N/A,"1,000","10,000",High,88,0.94,4.55,,,,,,,,,,,,,,,,,
2011 acura tl,USD,N/A,"1,000","10,000",Low,25,0.36,1.14,,,,,,,,,,,,,,,,,
used vw tiguan,USD,N/A,"1,000","10,000",Medium,65,1.06,5.5,,,,,,,,,,,,,,,,,
