Keyword,Currency,Avg. monthly searches,Min search volume,Max search volume,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
eharmony free communication weekend,USD,N/A,100,"1,000",Low,26,0.93,6.5,,,,,,,,,,,,,,,,,
women seeking younger men,USD,N/A,100,"1,000",Medium,48,0.86,2.73,,,,,,,,,,,,,,,,,
free dating sites no credit card required,USD,N/A,100,"1,000",High,84,1.34,3.08,,,,,,,,,,,,,,,,,
free legit dating sites,USD,N/A,100,"1,000",High,81,1.09,2.21,,,,,,,,,,,,,,,,,
online free dating chat,USD,N/A,10,100,High,70,1.27,2.27,,,,,,,,,,,,,,,,,
best free dating sites 2019,USD,N/A,100,"1,000",High,71,1.14,2.95,,,,,,,,,,,,,,,,,
asian speed dating,USD,N/A,10,100,Low,20,1.59,5,,,,,,,,,,,,,,,,,
no cost dating sites,USD,N/A,10,100,High,83,0.87,2.8,,,,,,,,,,,,,,,,,
totally free chinese dating sites,USD,N/A,10,100,High,80,1.09,3.96,,,,,,,,,,,,,,,,,
lv matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
100 dating sites,USD,N/A,10,100,High,84,1.25,3.32,,,,,,,,,,,,,,,,,
kayasthamatrimony,USD,N/A,10,100,Low,4,,,,,,,,,,,,,,,,,,,
telugu matrimony id search,USD,N/A,10,100,Low,1,,,,,,,,,,,,,,,,,,,
bumble free dating site,USD,N/A,10,100,High,70,0.92,2.44,,,,,,,,,,,,,,,,,
list of free european dating sites,USD,N/A,10,100,High,77,1.1,4.66,,,,,,,,,,,,,,,,,
iskcon matrimony,USD,N/A,10,100,Low,4,,,,,,,,,,,,,,,,,,,
free personals websites,USD,N/A,100,"1,000",High,73,0.54,1.36,,,,,,,,,,,,,,,,,
top free online dating sites,USD,N/A,10,100,Medium,43,1.47,2.72,,,,,,,,,,,,,,,,,
tinder free search,USD,N/A,100,"1,000",Medium,57,0.6,1.64,,,,,,,,,,,,,,,,,
free russian personals ru,USD,N/A,10,100,Low,13,3.47,5.57,,,,,,,,,,,,,,,,,
free dating sites no charge,USD,N/A,100,"1,000",High,93,1.05,2.38,,,,,,,,,,,,,,,,,
ethiopian chat room,USD,N/A,10,100,Low,17,0.45,2.78,,,,,,,,,,,,,,,,,
free thai dating,USD,N/A,10,100,Medium,55,1.1,5.79,,,,,,,,,,,,,,,,,
sri sai sankara matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
quick dating,USD,N/A,10,100,Medium,61,1.08,3.28,,,,,,,,,,,,,,,,,
abp matrimony,USD,N/A,10,100,Low,17,2.09,2.17,,,,,,,,,,,,,,,,,
coffee meets bagel free,USD,N/A,10,100,Low,3,0.5,1.63,,,,,,,,,,,,,,,,,
pof android,USD,N/A,10,100,Low,19,0.65,2.56,,,,,,,,,,,,,,,,,
kulalar matrimony,USD,N/A,10,100,Low,5,0.35,0.57,,,,,,,,,,,,,,,,,
free christian dating sites for seniors,USD,N/A,100,"1,000",High,92,1.16,3,,,,,,,,,,,,,,,,,
free dating sites for 50 and over,USD,N/A,100,"1,000",High,86,2.52,4.89,,,,,,,,,,,,,,,,,
brahmin brides,USD,N/A,10,100,Low,9,,,,,,,,,,,,,,,,,,,
friend speed dating,USD,N/A,100,"1,000",Low,7,1.02,2.97,,,,,,,,,,,,,,,,,
free bi dating sites,USD,N/A,100,"1,000",High,91,0.9,2.02,,,,,,,,,,,,,,,,,
kannada bride,USD,N/A,10,100,Low,1,,,,,,,,,,,,,,,,,,,
free zoosk subscription,USD,N/A,10,100,Low,10,,,,,,,,,,,,,,,,,,,
jesus calls matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
dating sites for seniors over 50 free,USD,N/A,10,100,High,95,2.32,4.85,,,,,,,,,,,,,,,,,
jewish speed dating,USD,N/A,10,100,Low,33,1.13,3.94,,,,,,,,,,,,,,,,,
free dating personals,USD,N/A,100,"1,000",High,73,0.87,2.02,,,,,,,,,,,,,,,,,
free dating websites for singles,USD,N/A,100,"1,000",High,89,1.37,3.37,,,,,,,,,,,,,,,,,
biracial dating sites,USD,N/A,10,100,High,79,1.85,3.69,,,,,,,,,,,,,,,,,
free dating ads,USD,N/A,10,100,High,71,0.65,1.41,,,,,,,,,,,,,,,,,
marathi marriage,USD,N/A,10,100,Low,4,,,,,,,,,,,,,,,,,,,
speed dating in my area,USD,N/A,10,100,Medium,41,0.79,2.55,,,,,,,,,,,,,,,,,
most popular free dating sites,USD,N/A,10,100,High,74,1.39,3.05,,,,,,,,,,,,,,,,,
100 free dating sites no payment,USD,N/A,10,100,High,83,1.22,2.3,,,,,,,,,,,,,,,,,
100 free matrimonial sites,USD,N/A,10,100,Medium,34,0.61,2.27,,,,,,,,,,,,,,,,,
matrimony profile,USD,N/A,10,100,Low,17,0.54,2.83,,,,,,,,,,,,,,,,,
local gay personals,USD,N/A,100,"1,000",High,73,0.7,1.06,,,,,,,,,,,,,,,,,
widow matrimony,USD,N/A,10,100,Medium,52,0.53,1.81,,,,,,,,,,,,,,,,,
free online dating for seniors,USD,N/A,100,"1,000",High,88,1.66,4.32,,,,,,,,,,,,,,,,,
sites like plenty of fish,USD,N/A,10,100,Medium,45,0.67,1.58,,,,,,,,,,,,,,,,,
gsb matrimony,USD,N/A,10,100,Low,7,,,,,,,,,,,,,,,,,,,
jain marriage,USD,N/A,10,100,Low,3,,,,,,,,,,,,,,,,,,,
free and single dating site,USD,N/A,10,100,High,86,1.57,2.79,,,,,,,,,,,,,,,,,
bharat matrimony marathi,USD,N/A,10,100,Low,7,,,,,,,,,,,,,,,,,,,
no charge dating sites,USD,N/A,10,100,High,84,1.35,3.57,,,,,,,,,,,,,,,,,
free african american dating sites,USD,N/A,10,100,High,89,1.23,3.58,,,,,,,,,,,,,,,,,
plenty of fish dating site of free dating,USD,N/A,10,100,High,73,0.76,2.7,,,,,,,,,,,,,,,,,
top free dating websites,USD,N/A,10,100,Medium,61,1.29,2.9,,,,,,,,,,,,,,,,,
completely free dating sites for seniors,USD,N/A,10,100,High,93,1.47,2.93,,,,,,,,,,,,,,,,,
dating site free chat,USD,N/A,10,100,High,80,0.91,2.07,,,,,,,,,,,,,,,,,
free local singles chat,USD,N/A,100,"1,000",Medium,64,0.78,1.79,,,,,,,,,,,,,,,,,
free chat sites to meet singles,USD,N/A,10,100,High,94,1.45,2.21,,,,,,,,,,,,,,,,,
telugu matrimony sites,USD,N/A,10,100,Low,14,0.55,1.61,,,,,,,,,,,,,,,,,
pentecost matrimony,USD,N/A,10,100,Low,14,,,,,,,,,,,,,,,,,,,
malayalee matrimony,USD,N/A,10,100,Low,16,0.53,1.25,,,,,,,,,,,,,,,,,
speed dating over 40,USD,N/A,10,100,Medium,57,1.32,3.22,,,,,,,,,,,,,,,,,
datehookup sign in,USD,N/A,10,100,Low,16,0.34,3.22,,,,,,,,,,,,,,,,,
my shaadi,USD,N/A,10,100,Low,10,0.25,0.77,,,,,,,,,,,,,,,,,
singles speed dating,USD,N/A,10,100,Low,33,0.82,2.71,,,,,,,,,,,,,,,,,
looking for free dating sites,USD,N/A,100,"1,000",High,86,1.34,2.79,,,,,,,,,,,,,,,,,
pillaimatrimony,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
women seeking male,USD,N/A,10,100,Medium,48,0.61,2.5,,,,,,,,,,,,,,,,,
shaadi website,USD,N/A,10,100,Medium,39,0.69,2.19,,,,,,,,,,,,,,,,,
men seeking women near me,USD,N/A,10,100,High,68,0.82,1.91,,,,,,,,,,,,,,,,,
women looking for men ads,USD,N/A,10,100,Medium,40,1.24,2.58,,,,,,,,,,,,,,,,,
malayaleeshaadi,USD,N/A,10,100,Low,8,0.28,0.28,,,,,,,,,,,,,,,,,
free hookup sites no card required,USD,N/A,10,100,High,97,1.16,2.13,,,,,,,,,,,,,,,,,
konkani bride,USD,N/A,10,100,Low,1,,,,,,,,,,,,,,,,,,,
asian interracial dating sites,USD,N/A,100,"1,000",High,80,1.12,4.16,,,,,,,,,,,,,,,,,
quick hookup sites free,USD,N/A,10,100,High,90,0.85,1.73,,,,,,,,,,,,,,,,,
smart dating,USD,N/A,10,100,Medium,44,0.81,3.09,,,,,,,,,,,,,,,,,
free dating sites for over 40,USD,N/A,100,"1,000",High,86,1.55,2.92,,,,,,,,,,,,,,,,,
black singles events,USD,N/A,10,100,Medium,47,0.74,1.1,,,,,,,,,,,,,,,,,
online dating without registration,USD,N/A,10,100,Low,23,1.09,3.44,,,,,,,,,,,,,,,,,
afroromance dating,USD,N/A,10,100,Low,33,0.36,1.53,,,,,,,,,,,,,,,,,
speed dating inland empire,USD,N/A,100,"1,000",Low,21,0.41,1.71,,,,,,,,,,,,,,,,,
find singles in your area free,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
gujaratishaadi,USD,N/A,10,100,Low,10,0.28,0.28,,,,,,,,,,,,,,,,,
free dating sites free,USD,N/A,100,"1,000",High,83,1.98,4.27,,,,,,,,,,,,,,,,,
no credit card needed dating sites,USD,N/A,100,"1,000",High,96,1.28,3.62,,,,,,,,,,,,,,,,,
free second marriage matrimonial sites,USD,N/A,10,100,Medium,54,,,,,,,,,,,,,,,,,,,
top ten free dating sites,USD,N/A,10,100,Medium,66,1.07,2.5,,,,,,,,,,,,,,,,,
free trucker dating sites,USD,N/A,100,"1,000",High,71,0.82,2.62,,,,,,,,,,,,,,,,,
interracial websites,USD,N/A,10,100,Medium,45,0.96,2.8,,,,,,,,,,,,,,,,,
single women seeking men,USD,N/A,10,100,Medium,53,0.83,1.97,,,,,,,,,,,,,,,,,
match free dating site,USD,N/A,100,"1,000",High,86,1.66,4.45,,,,,,,,,,,,,,,,,
eastern european dating sites free,USD,N/A,10,100,High,74,1.39,4.01,,,,,,,,,,,,,,,,,
anantmatrimony,USD,N/A,10,100,Low,1,,,,,,,,,,,,,,,,,,,
free online dating zoosk,USD,N/A,10,100,Medium,34,0.1,2.25,,,,,,,,,,,,,,,,,
tamil matrimony second marriage,USD,N/A,10,100,Low,4,,,,,,,,,,,,,,,,,,,
brahmin saptapadi,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
speed dating sites,USD,N/A,10,100,High,73,0.81,2.54,,,,,,,,,,,,,,,,,
bharat matrimony profile search,USD,N/A,10,100,Low,12,0.93,3,,,,,,,,,,,,,,,,,
free dating site without registration,USD,N/A,10,100,High,86,0.77,2.25,,,,,,,,,,,,,,,,,
kannadashaadi,USD,N/A,10,100,Low,6,,,,,,,,,,,,,,,,,,,
names of free dating site,USD,N/A,10,100,High,67,0.92,2.35,,,,,,,,,,,,,,,,,
hitwe sign up for free,USD,N/A,10,100,Medium,56,0.67,1.5,,,,,,,,,,,,,,,,,
interracial dating central site,USD,N/A,10,100,Low,15,0.1,2.37,,,,,,,,,,,,,,,,,
totally free dating sites 2019,USD,N/A,10,100,High,92,1.08,3.02,,,,,,,,,,,,,,,,,
websites like pof,USD,N/A,10,100,Medium,46,0.68,1.35,,,,,,,,,,,,,,,,,
latest free dating site,USD,N/A,10,100,High,78,1.02,3.18,,,,,,,,,,,,,,,,,
bharat matrimony profile,USD,N/A,10,100,Low,9,,,,,,,,,,,,,,,,,,,
free cougar hookup,USD,N/A,100,"1,000",High,89,0.94,1.85,,,,,,,,,,,,,,,,,
arabian dating site free,USD,N/A,10,100,Medium,56,1.24,3.19,,,,,,,,,,,,,,,,,
telugu matrimony brides,USD,N/A,10,100,Low,5,,,,,,,,,,,,,,,,,,,
zoosk browse without signing up,USD,N/A,10,100,Medium,36,0.54,1.28,,,,,,,,,,,,,,,,,
lingayathmatrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
mixed dating,USD,N/A,10,100,Medium,54,0.69,3.5,,,,,,,,,,,,,,,,,
full free matrimonial site,USD,N/A,10,100,Medium,57,0.55,1.1,,,,,,,,,,,,,,,,,
find me a date for free,USD,N/A,10,100,High,86,0.72,1.47,,,,,,,,,,,,,,,,,
free black christian dating sites,USD,N/A,10,100,High,81,0.95,2.22,,,,,,,,,,,,,,,,,
free no registration dating sites,USD,N/A,100,"1,000",High,76,0.77,2.18,,,,,,,,,,,,,,,,,
christian online dating free,USD,N/A,100,"1,000",High,73,1.43,3.87,,,,,,,,,,,,,,,,,
free older women dating sites,USD,N/A,100,"1,000",High,92,1.12,3.38,,,,,,,,,,,,,,,,,
kamma matrimony brides,USD,N/A,10,100,Low,27,0.28,1.09,,,,,,,,,,,,,,,,,
poly speed dating,USD,N/A,10,100,Low,18,0.73,3.9,,,,,,,,,,,,,,,,,
free local dating websites,USD,N/A,100,"1,000",High,89,1.31,2.78,,,,,,,,,,,,,,,,,
interracial singles,USD,N/A,10,100,Medium,61,0.97,3.28,,,,,,,,,,,,,,,,,
reddy brides,USD,N/A,10,100,Low,7,,,,,,,,,,,,,,,,,,,
speed dating long beach,USD,N/A,100,"1,000",Low,15,0.51,2.45,,,,,,,,,,,,,,,,,
like pof,USD,N/A,10,100,Medium,46,0.69,1.75,,,,,,,,,,,,,,,,,
free hookup sites no hidden fees,USD,N/A,10,100,High,100,,,,,,,,,,,,,,,,,,,
best ukrainian dating sites,USD,N/A,10,100,High,76,2.87,7.99,,,,,,,,,,,,,,,,,
free speed dating,USD,N/A,10,100,Medium,57,0.63,1.59,,,,,,,,,,,,,,,,,
rajput brides,USD,N/A,10,100,Low,4,,,,,,,,,,,,,,,,,,,
no credit card required dating sites,USD,N/A,10,100,High,91,1.19,3.85,,,,,,,,,,,,,,,,,
ramgarhia matrimonial,USD,N/A,10,100,Low,23,,,,,,,,,,,,,,,,,,,
100 free chinese dating sites,USD,N/A,10,100,High,78,1.03,6.41,,,,,,,,,,,,,,,,,
vanajarao matrimony,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
free dating sites like pof,USD,N/A,10,100,Medium,58,0.71,1.56,,,,,,,,,,,,,,,,,
brahmin matrimony brides,USD,N/A,10,100,Low,14,,,,,,,,,,,,,,,,,,,
no subscription dating sites,USD,N/A,10,100,High,74,1.18,3.5,,,,,,,,,,,,,,,,,
gay singles events,USD,N/A,10,100,Medium,53,0.55,1.08,,,,,,,,,,,,,,,,,
paid dating service,USD,N/A,10,100,High,85,1.33,3.5,,,,,,,,,,,,,,,,,
bass matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
free dating sites for seniors over 50,USD,N/A,10,100,High,94,2.27,4.71,,,,,,,,,,,,,,,,,
free sites to meet singles,USD,N/A,10,100,High,85,1.66,3.05,,,,,,,,,,,,,,,,,
free online christian dating,USD,N/A,100,"1,000",High,70,2.23,4.89,,,,,,,,,,,,,,,,,
indiachristianmatrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
anand maratha divorcee brides,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
free singles 247,USD,N/A,10,100,Low,26,1.23,2.79,,,,,,,,,,,,,,,,,
thai women seeking men,USD,N/A,10,100,Medium,51,1.3,4.64,,,,,,,,,,,,,,,,,
matrimony life partner,USD,N/A,10,100,Low,17,,,,,,,,,,,,,,,,,,,
muslim marriage sites totally free,USD,N/A,10,100,Medium,64,1.25,3.24,,,,,,,,,,,,,,,,,
over 40 dating free,USD,N/A,10,100,High,67,,,,,,,,,,,,,,,,,,,
free chat and dating sites,USD,N/A,10,100,High,83,1.09,2.57,,,,,,,,,,,,,,,,,
dating sites for interracial couples,USD,N/A,100,"1,000",High,89,1.19,4.06,,,,,,,,,,,,,,,,,
plenty of fish free dating,USD,N/A,10,100,Medium,42,0.58,1.89,,,,,,,,,,,,,,,,,
meet single women for free,USD,N/A,10,100,High,73,1.37,2.6,,,,,,,,,,,,,,,,,
free no cc dating sites,USD,N/A,10,100,High,91,1.15,2.14,,,,,,,,,,,,,,,,,
afro interracial dating,USD,N/A,10,100,Low,29,,,,,,,,,,,,,,,,,,,
matrimonial alliance,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
50 dating sites free,USD,N/A,100,"1,000",High,91,2.05,5.02,,,,,,,,,,,,,,,,,
cougar dating website free,USD,N/A,100,"1,000",Medium,50,0.89,1.96,,,,,,,,,,,,,,,,,
reddy matrimony brides,USD,N/A,10,100,Low,19,,,,,,,,,,,,,,,,,,,
free hookup no sign up,USD,N/A,100,"1,000",High,84,0.66,1.2,,,,,,,,,,,,,,,,,
women looking for black men,USD,N/A,10,100,Medium,57,0.48,1.8,,,,,,,,,,,,,,,,,
christian interracial dating,USD,N/A,10,100,Medium,64,1.57,3.94,,,,,,,,,,,,,,,,,
best interracial dating,USD,N/A,10,100,Low,17,0.73,3.36,,,,,,,,,,,,,,,,,
telugu matrimony arya vysya,USD,N/A,10,100,Low,1,,,,,,,,,,,,,,,,,,,
female seeking female craigslist,USD,N/A,10,100,Medium,35,0.59,1.28,,,,,,,,,,,,,,,,,
free swedish dating sites in english,USD,N/A,10,100,Medium,60,0.66,2.07,,,,,,,,,,,,,,,,,
interracial online dating,USD,N/A,10,100,High,71,0.89,2.6,,,,,,,,,,,,,,,,,
childfree dating sites,USD,N/A,10,100,Medium,35,1.16,2.39,,,,,,,,,,,,,,,,,
kumaoni matrimony,USD,N/A,10,100,Low,10,,,,,,,,,,,,,,,,,,,
free cougar websites,USD,N/A,100,"1,000",Medium,54,0.74,1.83,,,,,,,,,,,,,,,,,
100 percent free chinese dating site,USD,N/A,10,100,Unknown,,,,,,,,,,,,,,,,,,,,
top pakistani matrimonial sites,USD,N/A,10,100,Medium,34,,,,,,,,,,,,,,,,,,,
free gamer girl dating,USD,N/A,10,100,Low,2,0.73,1.9,,,,,,,,,,,,,,,,,
professional speed dating,USD,N/A,10,100,Medium,34,0.95,3.46,,,,,,,,,,,,,,,,,
padmashali brides,USD,N/A,10,100,Low,3,,,,,,,,,,,,,,,,,,,
mingle2 online dating,USD,N/A,10,100,Low,25,1.3,3.19,,,,,,,,,,,,,,,,,
100 free arab dating site,USD,N/A,10,100,Medium,41,,,,,,,,,,,,,,,,,,,
kannada marriage,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
khatri matrimony,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
mature free and single,USD,N/A,10,100,Low,24,,,,,,,,,,,,,,,,,,,
free plus size dating sites,USD,N/A,100,"1,000",Medium,44,0.85,2.05,,,,,,,,,,,,,,,,,
manorama matrimonial,USD,N/A,10,100,Low,15,,,,,,,,,,,,,,,,,,,
free bisexual sites,USD,N/A,10,100,High,91,0.74,1.59,,,,,,,,,,,,,,,,,
pentecostal matrimony grooms,USD,N/A,10,100,Medium,39,0.51,1.56,,,,,,,,,,,,,,,,,
billava matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
tamil brahmin matrimony,USD,N/A,10,100,Low,16,,,,,,,,,,,,,,,,,,,
free std dating sites,USD,N/A,10,100,High,68,0.74,1.54,,,,,,,,,,,,,,,,,
nerd speed dating,USD,N/A,10,100,Low,16,0.43,2.1,,,,,,,,,,,,,,,,,
classified dating site,USD,N/A,10,100,High,77,0.72,1.8,,,,,,,,,,,,,,,,,
real free dating sites without payment,USD,N/A,10,100,High,71,,,,,,,,,,,,,,,,,,,
varam matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
free online dating site without registration,USD,N/A,10,100,Medium,57,1.1,2.45,,,,,,,,,,,,,,,,,
best military dating sites,USD,N/A,10,100,Medium,42,1.09,2.75,,,,,,,,,,,,,,,,,
best ts dating site,USD,N/A,10,100,Medium,53,0.8,3.15,,,,,,,,,,,,,,,,,
speed dating today,USD,N/A,10,100,Low,18,0.77,2.43,,,,,,,,,,,,,,,,,
christian matrimony brides,USD,N/A,10,100,Medium,36,,,,,,,,,,,,,,,,,,,
madhvamatrimony,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
lesbian free dating chat,USD,N/A,10,100,Medium,35,1.24,2.16,,,,,,,,,,,,,,,,,
2019 free dating site,USD,N/A,10,100,High,92,1.11,2.64,,,,,,,,,,,,,,,,,
chavara matrimony search,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
wedding matrimony,USD,N/A,10,100,Low,15,0.49,3.91,,,,,,,,,,,,,,,,,
free online friendship sites,USD,N/A,10,100,High,68,0.83,2.01,,,,,,,,,,,,,,,,,
older dating sites free,USD,N/A,100,"1,000",High,76,1.9,4.46,,,,,,,,,,,,,,,,,
relationship sites free,USD,N/A,10,100,High,85,1.3,2.78,,,,,,,,,,,,,,,,,
free cowboy dating sites,USD,N/A,100,"1,000",High,76,0.92,2.18,,,,,,,,,,,,,,,,,
muta marriage site,USD,N/A,10,100,Medium,57,1.03,1.97,,,,,,,,,,,,,,,,,
eharmony free search,USD,N/A,10,100,Medium,39,1.12,6.5,,,,,,,,,,,,,,,,,
completely free military dating sites,USD,N/A,10,100,High,71,0.96,2.07,,,,,,,,,,,,,,,,,
totally free dating sites for over 50,USD,N/A,10,100,High,94,1.89,4.98,,,,,,,,,,,,,,,,,
matrimonialsindia,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
rich women seeking men,USD,N/A,10,100,Medium,48,0.38,1.7,,,,,,,,,,,,,,,,,
asian women seeking men,USD,N/A,10,100,Medium,48,1.35,3.59,,,,,,,,,,,,,,,,,
vaishya vani,USD,N/A,10,100,Low,3,,,,,,,,,,,,,,,,,,,
free divorcee matrimony,USD,N/A,10,100,Medium,36,,,,,,,,,,,,,,,,,,,
telugu bharat matrimony,USD,N/A,10,100,Low,11,,,,,,,,,,,,,,,,,,,
mature women seeking younger men,USD,N/A,10,100,Medium,59,0.68,1.7,,,,,,,,,,,,,,,,,
best free gay dating sites,USD,N/A,10,100,High,72,0.75,1.93,,,,,,,,,,,,,,,,,
free matrimonial sites for widows,USD,N/A,10,100,Medium,37,0.83,2.38,,,,,,,,,,,,,,,,,
turkish marriage site,USD,N/A,10,100,High,74,0.99,2.33,,,,,,,,,,,,,,,,,
any free dating sites,USD,N/A,10,100,High,82,1.31,2.63,,,,,,,,,,,,,,,,,
brahmin matrimony grooms,USD,N/A,10,100,Low,26,,,,,,,,,,,,,,,,,,,
marriage advertisement,USD,N/A,10,100,Low,13,1.36,4.52,,,,,,,,,,,,,,,,,
goudmatrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
white dating sites free,USD,N/A,10,100,High,89,0.86,2.27,,,,,,,,,,,,,,,,,
interracial dating central mobile,USD,N/A,10,100,Low,3,0.97,2,,,,,,,,,,,,,,,,,
mature interracial dating sites,USD,N/A,10,100,High,76,0.98,2.82,,,,,,,,,,,,,,,,,
speeding dating near me,USD,N/A,10,100,Medium,38,0.82,2.06,,,,,,,,,,,,,,,,,
free senior christian singles sites,USD,N/A,10,100,High,92,0.94,2.5,,,,,,,,,,,,,,,,,
free local dating sites no sign up,USD,N/A,10,100,High,87,0.74,2.05,,,,,,,,,,,,,,,,,
free women dating,USD,N/A,10,100,High,75,0.9,2.02,,,,,,,,,,,,,,,,,
best chat sites for singles,USD,N/A,10,100,High,77,0.78,2.12,,,,,,,,,,,,,,,,,
telugu brahmin brides,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
best totally free dating sites,USD,N/A,10,100,Medium,60,1.1,2.62,,,,,,,,,,,,,,,,,
free russian dating websites,USD,N/A,10,100,Medium,50,2.7,7.52,,,,,,,,,,,,,,,,,
speed dating 2019,USD,N/A,10,100,Low,10,,,,,,,,,,,,,,,,,,,
free no cost dating sites,USD,N/A,10,100,High,91,1.07,2.19,,,,,,,,,,,,,,,,,
euttaranchal matrimonial,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
leva patil matrimony,USD,N/A,10,100,Low,5,,,,,,,,,,,,,,,,,,,
free dating websites near me,USD,N/A,10,100,High,91,1.2,2.89,,,,,,,,,,,,,,,,,
best dating sites for black singles,USD,N/A,10,100,High,69,1.59,3.25,,,,,,,,,,,,,,,,,
kapu brides,USD,N/A,10,100,Low,11,,,,,,,,,,,,,,,,,,,
free mobile dating sites,USD,N/A,10,100,Medium,62,0.93,2.19,,,,,,,,,,,,,,,,,
uppara matrimony,USD,N/A,10,100,Low,3,,,,,,,,,,,,,,,,,,,
interracial gay chat,USD,N/A,10,100,Medium,48,0.35,1.53,,,,,,,,,,,,,,,,,
100 percent free dating,USD,N/A,10,100,High,90,1,2.44,,,,,,,,,,,,,,,,,
chitpavan matrimony,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
women seeking men free,USD,N/A,10,100,Medium,51,0.33,1.96,,,,,,,,,,,,,,,,,
interracial lesbian dating,USD,N/A,10,100,Medium,47,0.93,2.37,,,,,,,,,,,,,,,,,
marriage brokers near me,USD,N/A,10,100,Medium,51,0.75,6.62,,,,,,,,,,,,,,,,,
free latin singles dating sites,USD,N/A,10,100,Low,14,,,,,,,,,,,,,,,,,,,
divorcee matrimony tamil,USD,N/A,10,100,Low,21,,,,,,,,,,,,,,,,,,,
mixed race dating site,USD,N/A,10,100,High,86,1.35,3.65,,,,,,,,,,,,,,,,,
kulalar,USD,N/A,10,100,Low,3,,,,,,,,,,,,,,,,,,,
euttaranchal matrimonials,USD,N/A,10,100,Low,1,,,,,,,,,,,,,,,,,,,
handicapped matrimony,USD,N/A,10,100,Low,21,,,,,,,,,,,,,,,,,,,
gay speed dating events,USD,N/A,10,100,Low,4,,,,,,,,,,,,,,,,,,,
african american speed dating,USD,N/A,10,100,Low,15,0.85,10.33,,,,,,,,,,,,,,,,,
100 free chat rooms,USD,N/A,10,100,Medium,49,0.28,1.47,,,,,,,,,,,,,,,,,
best free dating site 2018,USD,N/A,10,100,Medium,33,,,,,,,,,,,,,,,,,,,
sindhi bride,USD,N/A,10,100,Low,2,,,,,,,,,,,,,,,,,,,
cheeky speed dating,USD,N/A,10,100,Low,7,2.07,2.98,,,,,,,,,,,,,,,,,
top 5 free dating sites,USD,N/A,10,100,High,67,1.17,2.96,,,,,,,,,,,,,,,,,
eharmony free communication,USD,N/A,10,100,Medium,34,0.91,6.5,,,,,,,,,,,,,,,,,
brahmin matrimony sites,USD,N/A,10,100,Low,21,,,,,,,,,,,,,,,,,,,
mixed dating sites,USD,N/A,10,100,High,91,1.46,4.08,,,,,,,,,,,,,,,,,
free dating site plattsburgh new york,USD,N/A,10,100,Medium,64,1.27,5.21,,,,,,,,,,,,,,,,,
interracial dating only,USD,N/A,10,100,Medium,57,0.35,1.79,,,,,,,,,,,,,,,,,
speed dating for black singles,USD,N/A,10,100,Medium,34,0.99,1.83,,,,,,,,,,,,,,,,,
no registration hookup sites,USD,N/A,10,100,High,81,0.51,1.39,,,,,,,,,,,,,,,,,
polish dating websites,USD,N/A,10,100,Medium,65,1.8,6.84,,,,,,,,,,,,,,,,,
cougar speed dating,USD,N/A,10,100,Low,13,,,,,,,,,,,,,,,,,,,
lonely women looking for men,USD,N/A,10,100,Medium,59,0.35,1.48,,,,,,,,,,,,,,,,,
speed dating south jersey,USD,N/A,10,100,Low,22,1.26,2.68,,,,,,,,,,,,,,,,,
kannada brahmin matrimony,USD,N/A,10,100,Low,5,,,,,,,,,,,,,,,,,,,
nagarathar suyamvaram,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
vaniya marriage bureau,USD,N/A,10,100,Low,0,,,,,,,,,,,,,,,,,,,
